"","Description","NES","p.adjust","core_enrichment"
"GO:0001819","positive regulation of cytokine production",2.05084476457313,0.000177095638806402,"283120/6288/1116/5054/602/4192/23601/10538/3162/4060/7291/3556/1054/5914/25865/2597/3654/929/7855/23180/351/3315/567/3148/79792/5970/718/661/7494/11118/6774/10392/8772"
"GO:0005581","collagen trimer",2.63273109248804,0.000185214781496451,"1281/1277/8685/4015/114897/1282/4060/1284/84034/115908/11117/1302/50509/1290/1291"
"GO:0048608","reproductive structure development",2.02227663001507,0.000185214781496451,"1956/3976/7422/133/8061/5806/8614/4327/3371/6382/6781/144455/4609/259266/4323/3955/7425/157506/7262/5914/7130/81930/8728/3280"
"GO:0061458","reproductive system development",2.02227663001507,0.000185214781496451,"1956/3976/7422/133/8061/5806/8614/4327/3371/6382/6781/144455/4609/259266/4323/3955/7425/157506/7262/5914/7130/81930/8728/3280"
"GO:0098839","postsynaptic density membrane",-2.07777184241058,0.000190015764891253,"51104/347731/22866/57537/2066/80863/4897/64084/107/729956/2905/27020/2045/1128/114798/491/2915/2904/57497/145581/10369/401190/2903/9890/116443/2911/10368"
"GO:0071559","response to transforming growth factor beta",2.18452848244572,0.000213716195783497,"9518/2201/1281/1277/4015/3725/25878/255743/7157/1284/7041/11117/399473/3675/7791/6662/8425/4054/26524/10979/10253/6935/8754/2022/5598/2534/6774/3309/57045"
"GO:0071560","cellular response to transforming growth factor beta stimulus",2.06635832929603,0.000229230169399657,"9518/2201/1281/1277/4015/3725/255743/7157/1284/7041/11117/399473/3675/7791/6662/8425/4054/26524/10979/10253/6935/8754/2022/5598/2534/6774/3309/57045"
"GO:0032496","response to lipopolysaccharide",2.06178219757324,0.000249520896545156,"2921/133/4057/5054/6648/2920/7431/1268/80149/342979/22904/5914/57817/6915/3654/929/1019/79155/114769/3148/8754/5970/10318/7494/85363/4851/4792/824/207/10270"
"GO:0002237","response to molecule of bacterial origin",2.16987100938694,0.000263556022405461,"2921/133/4057/5054/6648/2920/7431/1268/80149/342979/22904/5914/57817/6915/3654/929/7855/1019/79155/114769/567/3148/8754/5970/10318/7494/85363/4851/4792/824/207/10270"
"GO:0006865","amino acid transport",-2.00888401995352,0.000264139325557473,"3766/151258/6558/83733/320/477/6511/6812/6622/6506/4915/6529/4948/6539/2550/6540/6534/11255/57084/55117/2917/388662/5999/2911/140679/6860/57030"
"GO:0071219","cellular response to molecule of bacterial origin",2.2424063449292,0.000278135249650042,"2921/4057/5054/2920/7431/80149/22904/5914/57817/6915/3654/929/7855/1019/79155/114769/3148/8754/5970/10318/7494/85363/4792/824/207/10270"
"GO:1902414","protein localization to cell junction",-2.05242336101475,0.000282932222257633,"9378/23096/112755/4130/9456/2905/3800/5590/9211/8927/50944/143098/10369/3798/27445/2903/10815/9912/6616/10368"
"GO:0044325","transmembrane transporter binding",-2.04501788582427,0.000301750830135518,"8514/9456/6324/57628/27020/126755/2257/9783/30819/27133/55800/6804/2258/7881/9699/288/6546/6262/287/3747/22999"
"GO:0044706","multi-multicellular organism process",2.21456976033733,0.00032150277675363,"3976/7422/133/8061/8614/3485/4318/3488/7004/6781/3678/1268/7005/7076/5914/3675"
"GO:0015276","ligand-gated ion channel activity",-2.04485566958385,0.000325233301868028,"90134/2905/3763/3765/2556/2567/2562/2904/2902/51555/8001/2903/2563/2557/6262/3775/348980/116443/2555/2558/2565/3760"
"GO:0022834","ligand-gated channel activity",-2.04485566958385,0.000325233301868028,"90134/2905/3763/3765/2556/2567/2562/2904/2902/51555/8001/2903/2563/2557/6262/3775/348980/116443/2555/2558/2565/3760"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",-2.10295407801314,0.000341917974824156,"23096/112755/1741/23732/3208/26052/5590/9211/10369/10815/9912/50632/6616/10368"
"GO:0007052","mitotic spindle organization",2.41033309525623,0.000348142832437009,"9212/9787/6790/2316/24137/5347/891/10460/4605/56992/3833/83540/991/22974/10783/1104"
"GO:0009411","response to UV",2.40220636775997,0.000362748154762906,"1956/9212/4318/602/4609/7157/1026/7076/5424/4239/581/114769/4734/5429/5970/90313/10856/468/6794/207"
"GO:0071222","cellular response to lipopolysaccharide",2.2415256298606,0.000362748154762906,"2921/4057/5054/2920/7431/80149/22904/5914/57817/6915/3654/929/1019/79155/114769/3148/8754/5970/10318/7494/85363/4792/824/207/10270"
"GO:0071277","cellular response to calcium ion",-2.10595363717504,0.000374508686693053,"107/9066/27132/2039/3208/8644/1393/6861/127833/143425/825/9362/8437/151835/57586/6860/6857"
"GO:0098661","inorganic anion transmembrane transport",-2.08884409165348,0.000376678087474853,"6529/2556/2567/2562/2915/8001/203859/121601/2563/2557/2555/2558/2565/57468"
"GO:0000018","regulation of DNA recombination",2.39076190306602,0.000384476706943743,"3009/23529/3007/3006/10721/604/10635/8914/10459/5888/3838/641/3008/10189/60/55257/86/7468/10856"
"GO:0006352","DNA-templated transcription, initiation",2.35956617703902,0.000399684445340145,"8061/1482/3725/4609/7157/8368/7291/8359/8361/1019/8366/57106/8360/284119/6722/10025/9862/6597/4150/2962/64425"
"GO:0072686","mitotic spindle",2.29976059571652,0.000401471274094184,"9212/9700/5778/259266/220134/6790/5347/10460/983/81610/81930/3833/22974"
"GO:0015085","calcium ion transmembrane transporter activity",-2.00412176814792,0.000417261147297482,"3708/6263/6261/123041/9033/783/117155/781/773/55799/9254/2905/777/491/25769/7222/8911/2904/2902/10369/140803/80036/2903/6546/492/6262/116443/774/6543/10368"
"GO:0003697","single-stranded DNA binding",2.48607959870958,0.0004251971455725,"55388/7157/10635/9361/4172/5888/1663/4174/641/3148/4176/5437/4175/9401/5886/4904/170463/3329/4173"
"GO:0007179","transforming growth factor beta receptor signaling pathway",2.15412561929759,0.000461787827753433,"9518/2201/1281/4015/3725/255743/7157/7041/11117/399473/3675/7791/8425/4054/26524/10979/10253/6935/8754/2022/6774/3309/57045"
"GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage",2.47547653973877,0.000463915627949503,"602/6648/3162/7157/1026/64782/4582/6591/7132/1969/581/1869"
"GO:0044703","multi-organism reproductive process",2.23889520548582,0.000471089458266583,"3976/7422/133/8061/8614/3485/4318/3488/7004/6781/3678/1268/7005/7076/5914/3675"
"GO:0000082","G1/S transition of mitotic cell cycle",2.08626233958988,0.000475412125559489,"1956/7465/144455/4609/128239/7157/1978/1026/1031/586/4582/51512/1104/10926/2146/1019/10385/26524/1869/23476/1033/990/1981/25959/1021/6491"
"GO:0060402","calcium ion transport into cytosol",-2.01260836602835,0.000487928182912391,"162514/805/5144/5581/3708/6263/6261/123041/148/9472/477/781/773/6622/2905/777/84502/25769/7222/2904/2902/1812/845/825/2903/6546/6262/774/287/6543/3356"
"GO:1900182","positive regulation of protein localization to nucleus",2.45276479265676,0.000516575330407014,"3976/25937/80149/2316/5347/983/6608/83667/10979/10155/2534/908/6794/207"
"GO:1901989","positive regulation of cell cycle phase transition",2.25195683771053,0.000521070744921407,"1956/9700/995/11065/9787/891/983/81610/81620/113130/26271/6909/2146/1019/351/23476/990/1981"
"GO:0034644","cellular response to UV",2.48252543240959,0.000521826743347222,"9212/4318/4609/7157/1026/7076/5424/4239/581/114769/4734/5429/10856/468/6794"
"GO:0005126","cytokine receptor binding",2.24623402579108,0.000538038702873511,"3976/7422/6362/2921/6364/23529/10763/2920/3678/7837/9180/3556"
"GO:0098727","maintenance of cell number",2.28088561371584,0.000548964122792198,"3976/7004/4609/259266/8324/182/6608/4017/3280/6662/2146/5764/26147/4041/6774/4851/4849/55818"
"GO:0097120","receptor localization to synapse",-2.07512774946452,0.000564888473949864,"23096/112755/1741/27020/3800/5590/9211/10369/3798/56899/10815/9912/57554/6616/10368"
"GO:0015800","acidic amino acid transport",-2.05844406183302,0.000581165289766128,"3766/6558/83733/320/477/6511/6812/6622/6506/4915/6529/2550/6540/11255/57084/2917/2911/6860/57030"
"GO:0016247","channel regulator activity",-2.00371022151635,0.00059694579695151,"8514/65268/6324/57628/126755/10242/2257/5590/5579/30819/3787/55800/6804/53828/51440/10369/6327/2258/7881/2913/27012/10368"
"GO:0005230","extracellular ligand-gated ion channel activity",-2.0552509414329,0.000597628562275132,"2905/2556/2567/2562/2904/2902/8001/2903/2563/2557/116443/2555/2558/2565"
"GO:0022824","transmitter-gated ion channel activity",-2.0552509414329,0.000597628562275132,"2905/2556/2567/2562/2904/2902/8001/2903/2563/2557/116443/2555/2558/2565"
"GO:0022835","transmitter-gated channel activity",-2.0552509414329,0.000597628562275132,"2905/2556/2567/2562/2904/2902/8001/2903/2563/2557/116443/2555/2558/2565"
"GO:0030684","preribosome",2.47786245629412,0.000598667173855066,"55720/84261/6201/705/9136/85395/54663/2091/28987/23212/3692/23481/51154/26155/26156/5591/8602/23246/88745/92856"
"GO:0015108","chloride transmembrane transporter activity",-2.0144055878444,0.000608364644719235,"22802/6529/2556/56923/2567/2562/8001/203859/121601/2563/2557/2555/2558/2565/57468"
"GO:0051101","regulation of DNA binding",2.31151653123669,0.000655979352887261,"3976/4318/602/3725/4609/3162/55355/7291/81620/1054/6608/3280/4487/5329/10459/3148/1869/64855"
"GO:2000241","regulation of reproductive process",2.24065259377647,0.000655979352887261,"3976/7422/259266/995/1268/6790/3955/9319/7076/7262/991/4487/26271/6662/85360/10635/811/10549/4627"
"GO:0044391","ribosomal subunit",2.36903781113492,0.000657583625885247,"220717/6201/10399/6187/6142/6159/6175/55168/6141/6223/23521/6132/65003/51253/116541/64949/6134/6209/63875/6147/6143/6193/6158/55173"
"GO:0071897","DNA biosynthetic process",2.04849939168995,0.000668050999497861,"9212/4015/4609/7083/7157/1026/1063/10721/5424/55226/3978/25865/10459/5425/5570/51659/64855/63922/5984/5429/908/11232/85456/55505/23293/5982/4221/10574/11284"
"GO:0097530","granulocyte migration",2.45522978922796,0.000688699715031357,"6288/6362/2921/6364/4192/54210/2920/4267/7130/3958"
"GO:0006906","vesicle fusion",-2.01205452072476,0.000740585905402866,"112755/6812/8447/9066/6622/5864/5305/6804/143425/29091/10815/6843/57586/6860/6616/6857/10814"
"GO:0006457","protein folding",2.06140510859815,0.000790685537106062,"3310/9601/3311/5034/3337/10130/8425/3315/567/811/5479/10549/23753/30001/81572/55898/64175/10856/11328/908/23275/3309/6102/3329/10574/7841/23640/3998/10576/2923/821"
"GO:0060291","long-term synaptic potentiation",-2.03231393198211,0.000793134966842215,"7143/80863/10858/107/729956/6622/2905/27020/4915/5590/25769/2904/1812/4900/2903/793/6543/5582/6616"
"GO:0005604","basement membrane",2.1917525947605,0.000842532355572354,"304/1282/341640/302/255743/1284/3339/7076/977/3915/3912/4017/9423/3911/4917"
"GO:0005125","cytokine activity",2.42134612001936,0.000851781492694468,"3976/7422/6362/2921/6364/9518/23529/2920/10135/9235/7076"
"GO:0019827","stem cell population maintenance",2.1848875725451,0.000863167295082227,"3976/7004/4609/259266/8324/182/6608/4017/3280/6662/5764/26147/4041/6774/4851/4849/55818"
"GO:0090174","organelle membrane fusion",-2.00244863756646,0.00086477529392055,"112755/6812/8447/9066/6622/5864/5305/6804/143425/29091/10815/6843/57586/6860/6616/6857/10814"
"GO:0098960","postsynaptic neurotransmitter receptor activity",-2.0288863673506,0.000886375587992202,"2905/1128/2556/2550/2567/2915/11255/1812/2563/2557/116443/2555/2911/2558/2565"
"GO:0071478","cellular response to radiation",2.07173389736298,0.000900163865710016,"9212/4318/4609/7157/1647/1026/7076/5424/57817/6591/10635/5888/4239/581/114769/641/4734/3014/5429/10856/3309/468/85456/6794/1936"
"GO:0019905","syntaxin binding",-2.02709437432239,0.00090620686316761,"6844/4905/84258/23025/134957/773/6812/8447/9066/9515/6861/127833/143425/63908/10815/6843/440279/6616/6857/10814"
"GO:0003735","structural constituent of ribosome",2.29276548863017,0.000922221237724815,"220717/6201/6187/6142/6159/6175/55168/200916/6141/6223/23521/6132/65003/51253/116541/6134/6209/63875/6147/6143/6193/6158"
"GO:0061138","morphogenesis of a branching epithelium",2.06018179821787,0.000952579657559205,"7422/133/4192/1282/4609/255743/4323/157506/6608/6591/3911/6662/6909/8914/1969/7855/8829/4041/10253/2022/8642/9231/4851/5361/25932/6722"
"GO:0031490","chromatin DNA binding",2.22025268054318,0.00098626057361961,"3009/3007/3006/22904/5914/604/1104/2146/3008/60/5970/86/10856/6774/4851/55818/3005/6722/6597/3015/440093/10473/3065"
"GO:0019838","growth factor binding",2.24647313951994,0.00105482567869407,"1956/3486/1281/1277/3485/11082/3488/1282/27286/8828/7837/9180/2817/64285/1291/1969/8829/8425/4054/6464/2022/6187"
"GO:0051966","regulation of synaptic transmission, glutamatergic",-2.03760796439115,0.0010859321675762,"7143/23542/9378/477/23025/9456/6812/9162/2915/1812/10369/2913/2917/9890/2911/3356/6857/10368"
"GO:0031491","nucleosome binding",2.41002217078718,0.00112360455818933,"3009/3007/3006/1104/3008/60/86/6749/3005/6597/3015/440093/10473/116092/26155/3065/254225/3021/10467"
"GO:0001890","placenta development",2.30519697141265,0.00112423251501627,"1956/3976/133/8061/8614/6781/144455/7262/8728/3280"
"GO:0008306","associative learning",-2.00591611813815,0.00116272524871973,"7143/10411/477/4130/27020/6529/3815/50944/2902/1812/10716/4986/4900/2903/2558/1996/338811/6616"
"GO:0007229","integrin-mediated signaling pathway",2.20112089547908,0.00116672178424807,"1281/3678/2316/7076/3675/7791/3911/84695/3679/3676/5764/8829/4627/10979/4739/1307/967/8754"
"GO:0005254","chloride channel activity",-2.00569598876044,0.00116849301109142,"22802/2556/56923/2567/2562/8001/203859/121601/2563/2557/2555/2558/2565"
"GO:0030330","DNA damage response, signal transduction by p53 class mediator",2.39777532081541,0.00121619928240452,"602/10538/144455/7157/2305/1026/7291/4582/51512/6591/4487"
"GO:0002573","myeloid leukocyte differentiation",2.13051947778885,0.00122807068241537,"3976/7422/4057/4318/3725/302/10538/55509/4609/56975/22904/5914/7130/1943"
"GO:2000779","regulation of double-strand break repair",2.12951942714785,0.00125238255181483,"2305/7291/10721/10635/8914/10459/5888/1663/60/55257/86/7468/10856/4968/5531/51548/51547/11284/5591/84717/254225/3297/64110/55929/64210/10097/51111"
"GO:0005253","anion channel activity",-2.00320159646079,0.00125238255181483,"22802/2556/56923/2567/2562/8001/203859/121601/2563/2557/2555/2558/2565"
"GO:0033627","cell adhesion mediated by integrin",2.38775343705327,0.00125994040811964,"3976/5054/3383/255743/3678/5328/4582/6591/3675/3679/1969/3676/1307/8754"
"GO:0010951","negative regulation of endopeptidase activity",2.13152083280728,0.0014172682115663,"7422/5266/4057/4318/5054/332/302/330/871/5265/83596/9232/7076/7035/2597/684/5329/114769/351"
"GO:0034502","protein localization to chromosome",2.36800127323071,0.00142808753550763,"9212/3009/83903/5347/983/81620/113130/2146/222229/9735/10856/908"
"GO:0045766","positive regulation of angiogenesis",2.02833514943627,0.00142808753550763,"7422/133/1116/5054/4192/51129/8038/3162/3678/80149/84034/7291/3099"
"GO:1904018","positive regulation of vasculature development",2.02833514943627,0.00142808753550763,"7422/133/1116/5054/4192/51129/8038/3162/3678/80149/84034/7291/3099"
"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity",2.26078393157678,0.00145640968706605,"1956/995/1647/1026/9133/5347/891/1031/29950/890/641/26524/1033/84722/60/990"
"GO:0005681","spliceosomal complex",2.0923776930105,0.00148110793431623,"3185/3958/10189/51690/6626/55702/79706/11338/9775/51428/4904/9416/10992/23020/25804/83443/54883/9092/56949/10291/58509/6633/9343/9410/22913/151903/27316/56259/8539/55280/51362"
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway",2.34699057234396,0.00155537885808709,"4318/6648/4582/6591/5329/3315/8531/5598/7494/2023/207/84447/5770/26155/3065/4170/10525/51499"
"GO:0000077","DNA damage checkpoint signaling",2.33617902069003,0.00165185723638494,"90381/7157/1026/5347/983/4582/51512/146956/641/1869/3014/80198/79968/29997/835"
"GO:0030315","T-tubule",-2.00448694334012,0.00175862525227682,"3759/148/6253/9472/783/477/781/6324/5532/274/481/825/288/6546/6326/287/3760"
"GO:0005544","calcium-dependent phospholipid binding",-2.01376636764689,0.00193529138948813,"8447/9066/27132/8448/6861/127833/143425/306/9362/27445/151835/57586/6860/6857"
"GO:0044774","mitotic DNA integrity checkpoint signaling",2.31911965774257,0.00199227427127239,"90381/7157/1026/5347/983/4582/51512/4998/146956"
"GO:0045667","regulation of osteoblast differentiation",2.15542513660685,0.00201857526264255,"4057/2201/3488/255743/25937/56975/115908/7291/1192/182/7130/6591/9260/8994/26271/1052/6662"
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",2.06607648403927,0.00208493971590702,"50615/3136/602/23529/3383/10538/80149/182/84695/604/10459/7855/23180/716/567/4791/5585/718/7468/11118/6774/8772/4851/3122"
"GO:1901222","regulation of NIK/NF-kappaB signaling",2.15778227701044,0.00210610793412389,"1956/602/56892/80149/7205/3654/929/11156/351/811/51564/5970/10392/4792/10616"
"GO:0097529","myeloid leukocyte migration",2.06994660744148,0.00215722581510009,"6288/7422/6362/2921/6364/5054/4192/54210/2920/4323/11117/4267/7130"
"GO:0010466","negative regulation of peptidase activity",2.06203540179678,0.00224602245862027,"7422/5266/4057/4318/5054/332/302/330/871/5265/83596/9232/7076/7035/2597/684/5329/114769/351"
"GO:0070555","response to interleukin-1",2.19146306811474,0.00233071558032903,"6362/6364/1116/4609/80149/2634/2633/3037/3280/6662/3654/79155/351"
"GO:0000724","double-strand break repair via homologous recombination",2.12205826287923,0.00244054457155198,"10721/10635/8914/10459/4172/5888/51659/4174/641/9907/60/3014/55257/86/80198/10856/4176/4175/9401/5531/51548/4173/9985/84717/7515/64110/55929/64210/10097/58493"
"GO:0000725","recombinational repair",2.12205826287923,0.00244054457155198,"10721/10635/8914/10459/4172/5888/51659/4174/641/9907/60/3014/55257/86/80198/10856/4176/4175/9401/5531/51548/4173/9985/84717/7515/64110/55929/64210/10097/58493"
"GO:0045931","positive regulation of mitotic cell cycle",2.11276569104119,0.00285367696903716,"1956/9700/995/1978/11065/9787/891/983/81620/3280/113130/26271/1019/351/23476/990/1981"
"GO:0072331","signal transduction by p53 class mediator",2.00655302051789,0.00302971934594134,"9212/602/10538/144455/4609/7157/2305/6790/1026/64782/7291/4582/51512/6591/4487/581/6201/83667/1869"
"GO:0071229","cellular response to acid chemical",2.18318489913103,0.00315589164052914,"1956/7422/1281/1277/1282/4609/5339/1290/1291/83667/56034/3182/1307/6935/1786/2534/7494"
"GO:0031058","positive regulation of histone modification",2.14459966800051,0.00316431121330214,"3976/7422/3009/7157/4582/6591/604/25865/26147/4000/23476/1786/9810/10856/94104"
"GO:0046686","response to cadmium ion",2.13961377215823,0.00328712738697016,"1956/4318/3725/6648/3162/4496/4501/983"
"GO:0048754","branching morphogenesis of an epithelial tube",2.06340223317387,0.00332411828946173,"7422/4192/1282/4609/255743/4323/157506/6608/3911/6662/6909/8914/1969/8829/4041/10253/2022/8642/9231/4851/25932/6722"
"GO:1904029","regulation of cyclin-dependent protein kinase activity",2.06906696512435,0.00374979549611768,"1956/995/1647/1026/9133/5347/891/1031/29950/890/641/26524/1033/84722/60/990"
"GO:0002449","lymphocyte mediated immunity",2.04793725200775,0.00382313898249018,"50615/3136/602/10383/23529/80329/3383/10538/1054/182/604/10459/7855/23180/716/567/718/7468/11118/8772/3122"
"GO:0032640","tumor necrosis factor production",2.16735015617374,0.00407489786536528,"4057/602/80149/7291/5914/929/7855/351/3315/6774/10392/8772/10270"
"GO:0032680","regulation of tumor necrosis factor production",2.16735015617374,0.00407489786536528,"4057/602/80149/7291/5914/929/7855/351/3315/6774/10392/8772/10270"
"GO:0071706","tumor necrosis factor superfamily cytokine production",2.16735015617374,0.00407489786536528,"4057/602/80149/7291/5914/929/7855/351/3315/6774/10392/8772/10270"
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",2.16735015617374,0.00407489786536528,"4057/602/80149/7291/5914/929/7855/351/3315/6774/10392/8772/10270"
"GO:0071347","cellular response to interleukin-1",2.17421219289286,0.00493762711847188,"6362/6364/4609/80149/2634/2633/3037/3280/6662/3654/79155"
"GO:1901992","positive regulation of mitotic cell cycle phase transition",2.01360361056408,0.00539938932584958,"1956/9700/995/11065/9787/891/983/81620/113130/26271/1019/351/23476/990/1981"
"GO:0010717","regulation of epithelial to mesenchymal transition",2.05789358434862,0.00587758142268215,"1277/4192/10630/7041/25937/7291/399473/182/4017/10459/2146/10979/10253/2022/23275/4851"
"GO:0001906","cell killing",2.06273308321788,0.00629248952181895,"8970/4057/3136/10383/54210/80329/3383/1054/57817"
"GO:0042826","histone deacetylase binding",2.05137732882457,0.00656390221886094,"602/3009/7157/5914/3280/991/6909/3838/5585/5970/25855/8625/10270/6722"
"GO:0061982","meiosis I cell cycle process",2.05249722063449,0.00694809017847544,"9700/995/6790/9133/5347/9319/9232/146956/26271/10609/10635/29893/5888"
"GO:0071103","DNA conformation change",2.08457341639104,0.00783199571338036,"10721/3159/4172/5888/51659/1663/4174/641/3148/63922/5984/10856/4176/4175/9401/5982/4173/116447"
"GO:0061326","renal tubule development",2.02264347316544,0.00865987370779187,"3976/7422/1282/4609/255743/25937/182/6608/3280/3911/6662"
"GO:0072080","nephron tubule development",2.06695570585221,0.00875366637319507,"3976/7422/4609/255743/25937/182/6608/3280/3911/6662"
"GO:0090734","site of DNA damage",2.05295394332248,0.00919937244895283,"7157/10293/8914/10459/5888/4000/3014/5429/79968/11335/51547/11284/254225/7415/10097/1386/58493/23376"
"GO:0045132","meiotic chromosome segregation",2.05025757848486,0.00919937244895283,"9700/23397/5347/9319/699/9232/146956/83540/10609/29893"
"GO:0060840","artery development",2.0916025880571,0.010370453442292,"7422/1281/4015/4192/56999/60681/182/3280/6909/8829/4854/2022/23462/4851/4035"
"GO:0072009","nephron epithelium development",2.03461378026064,0.0133273715992223,"3976/7422/4609/255743/25937/182/6608/3280/3911/6662"
"hsa05322","Systemic lupus erythematosus",3.77731295151337,5.83333333333333e-09,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/87/8341/8361/8353/3018/8343/8350/317772/3017/716/8366/3012/3014/8360/718"
"hsa04613","Neutrophil extracellular trap formation",3.40283662385769,5.83333333333333e-09,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/71/3017/5880/5331/8366/79792/51564/3012/60/3014/837/8360/5970/718"
"hsa04080","Neuroactive ligand-receptor interaction",-2.44888917695358,5.83333333333333e-09,"23620/2905/1128/2556/2550/56923/2567/6750/5746/7433/2562/2915/2904/11255/2902/4886/1812/3350/8001/4986/2913/7432/10888/2917/885/6866/2903/2563/5646/84109/2557/3354/116443/6863/2555/2911/2558/2565/3356/59350"
"hsa04110","Cell cycle",3.30947627046746,3.37180519359902e-08,"9700/7465/4609/7157/995/1647/1026/9133/5347/891/1031/983/699/9232/4998/4616/991/890/10459/4172/10926/1019/4174/1869/1875/990/4176/1021/4085/4175"
"hsa05202","Transcriptional misregulation in cancer",3.20859738570865,8.32965406328659e-08,"3486/8968/4318/8355/8358/8352/4609/8356/8354/330/7157/1647/5328/1026/1031/6929/5914/2118/4616/890/604/8353/8350/929/581"
"hsa05203","Viral carcinogenesis",2.98700056036636,2.98670185820746e-07,"8970/8348/8346/3725/8342/7157/8368/8345/1026/983/8359/8344/87/8341/991/8361/890/3018/8343/3107/581/1019/3017/8366/51564/4791/8360/5970/718/1021/8347/6774/468/4792"
"hsa04512","ECM-receptor interaction",3.05893895333046,3.53354078817352e-06,"1277/3381/3371/6382/1282/341640/255743/1284/3678/3339/3915/3912/3675/3911/1291/3679/7059/3676"
"hsa04721","Synaptic vesicle cycle",-2.38761130523223,5.6930911170484e-06,"23025/6511/112755/773/6812/5864/6506/6529/26052/6539/6540/6534/6804/57084/1211/10815/774/140679/22999/440279/57030/6616/6857/10814"
"hsa04740","Olfactory transduction",-2.26944838938349,6.02546167661958e-06,"123041/5567/816/818/135924/408/83988/390260/120776/286365/346517/5138/391192/283297/120775/127066/391190/4995/127074/2774/391195/5136/5593/26246/6546/51764/6543/391191/127059/815"
"hsa04727","GABAergic synapse",-2.24375910289156,8.37649887206248e-06,"10681/81539/23710/4905/108/2775/5567/94235/2770/107/111/773/2571/3763/5334/6529/2556/6539/2550/6540/5579/2567/2562/2563/2557/774/51764/2555/2558/140679/2565/57468/5582/2572"
"hsa04723","Retrograde endocannabinoid signaling",-2.1876491338397,9.39807361856207e-06,"10681/222236/23236/3708/2166/108/2775/5567/94235/5332/5602/2770/107/111/773/5599/3763/3765/2556/5579/2567/2562/2915/57084/2563/2557/774/51764/2555/2911/2558/140679/2565/5582/22999/57030/3760"
"hsa05032","Morphine addiction",-2.21593464802008,1.74318194307621e-05,"108/2775/5567/94235/5140/2770/408/107/111/773/3763/3765/5138/2556/2550/5579/2567/2562/1812/5136/2563/2557/774/51764/2555/2558/140679/2565/5582/3760"
"hsa05165","Human papillomavirus infection",2.3323861991025,2.89217969242978e-05,"1956/2778/7422/1277/3381/3371/1282/7157/1284/1978/3678/1026/8324/3955/182/3915/3912/3280/3675/890/3911/1291/3679/3107/7059/7132/7855/581/1019/3676/2535/1869/4854/3913/57801"
"hsa04060","Cytokine-cytokine receptor interaction",2.76060398377453,3.41245648713798e-05,"3976/6362/2921/6364/9518/50615/55504/51330/23529/2920/8795/9235/9180/3556"
"hsa04724","Glutamatergic synapse",-2.04531905863116,0.00021102545663315,"157/10681/81539/23236/3708/108/2775/5567/94235/5332/6511/2770/9456/107/111/773/5532/2905/6506/5579/2915/50944/2904/5535/2902/57084/2913/2917/2903/116443/51764/2911/5582/57030/3760"
"hsa04713","Circadian entrainment",-2.04911519168155,0.000261735067740027,"805/10681/8863/23236/3708/6263/6261/108/2775/5567/816/94235/9252/818/5332/2770/2983/107/111/2905/3763/3765/5579/8911/2904/2902/5593/2903/6262/51764/5582/3760/815"
"hsa05034","Alcoholism",2.20482641568939,0.0003933789066861,"8970/2778/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/3017/2783/8366/51564/6464/3012"
"hsa05222","Small cell lung cancer",2.44870745008905,0.000499138446986751,"1282/4609/330/7157/1284/1647/1026/3915/3912/3675/4616/3911/581/1019/1869/3913/5970/1021/4792/207"
"hsa04668","TNF signaling pathway",2.32954916645319,0.000499138446986751,"3976/2921/6364/4318/602/3725/3383/2920/330/4323/182/9020/7132"
"hsa05166","Human T-cell leukemia virus 1 infection",2.10975467668941,0.000623853189785419,"4316/8061/9700/3725/3383/4609/7157/1026/9133/1031/9232/6929/991/890/4487/9020/3107/7132/581/1019/8829/567/811/1869/6513/4791"
"hsa03010","Ribosome",2.44314683813197,0.00106599011305554,"6201/6187/6142/6159/6175/55168/200916/6141/6223/23521/6132/65003/6134/6209/63875/6147/6143/6193/6158/55173/6166"
"hsa05206","MicroRNAs in cancer",2.15535890410778,0.00125329563412445,"1956/7422/3236/4318/3371/4609/3162/7157/995/7431/3678/5328/1026/1943/113130/1945/2146/1869/4082/6464/10253/4854/6935/1786/5598/5292/1021/6774/8660/4851"
"hsa04064","NF-kappa B signaling pathway",2.25358153169725,0.00313570618480543,"2921/3383/2920/330/1647/5328/4616/9020/7132/3654/929"
"hsa05169","Epstein-Barr virus infection",2.07100121577441,0.00474777330657494,"3725/3383/4609/7157/7431/1647/1026/3280/4616/890/9020/3107/3654/581/1019/4794/6890/567/811/1869/4791/4734/5970/1021/6774/8772/3122/4792/207"
