ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	Gene
2367	6.62E-01	5.33E-01	-0.6253562	-6.472073	-0.1512431	NR_003716	HOTAIR
17825	6.62E-01	5.33E-01	-0.6251978	-6.472171	-0.12298331	NM_001010978	LDLRAD1
44053	6.62E-01	5.33E-01	0.6251224	-6.472217	0.10145236	BX099635	XLOC_013920
21660	6.62E-01	5.33E-01	-0.6251186	-6.47222	-0.09770945	X51791	
9811	6.62E-01	5.33E-01	0.6250735	-6.472248	0.10408818	NM_006588	SULT1C4
35737	6.62E-01	5.33E-01	-0.6248271	-6.4724	-0.1183857		XLOC_007595
6006	6.62E-01	5.34E-01	-0.624791	-6.472422	-0.11417037	NR_027310	MGC27382
61754	6.62E-01	5.34E-01	0.6247777	-6.472431	0.12504356	NR_039987	LOC100506050
56015	6.62E-01	5.34E-01	-0.6247641	-6.472439	-0.08383671		XLOC_004637
39159	6.62E-01	5.34E-01	0.6246514	-6.472509	0.11006089	NM_174958	ATP2A3
54821	6.62E-01	5.34E-01	-0.6246403	-6.472515	-0.08067534		XLOC_005126
34688	6.63E-01	5.34E-01	-0.6245061	-6.472598	-0.11250766	NM_001676	ATP12A
13971	6.63E-01	5.34E-01	0.6242759	-6.472741	0.05237495	NM_147223	NCOA1
42574	6.63E-01	5.34E-01	0.6242542	-6.472754	0.04669576	NM_001127202	PCID2
55146	6.63E-01	5.34E-01	0.6242024	-6.472786	0.12629765	NM_173651	FSIP2
15215	6.63E-01	5.34E-01	-0.624198	-6.472789	-0.11403145		XLOC_005366
61189	6.63E-01	5.34E-01	-0.6241594	-6.472813	-0.12211512	NM_014383	ZBTB32
35062	6.63E-01	5.34E-01	-0.6240993	-6.47285	-0.10389704	NM_001045	SLC6A4
27008	6.63E-01	5.34E-01	-0.6240954	-6.472852	-0.11128389	NM_080873	ASB11
35452	6.63E-01	5.34E-01	-0.6240787	-6.472863	-0.06229081	NM_032334	UTP23
55090	6.63E-01	5.34E-01	0.6240763	-6.472864	0.12695453	NM_014208	DSPP
55875	6.63E-01	5.34E-01	-0.6240387	-6.472887	-0.12270609	AK124783	LOC100130927
58291	6.63E-01	5.34E-01	0.624024	-6.472896	0.12226309		XLOC_013894
15474	6.63E-01	5.34E-01	-0.6240226	-6.472897	-0.11166742	AW137291	XLOC_000352
61655	6.63E-01	5.34E-01	0.6238495	-6.473004	0.08584622	NM_002614	PDZK1
5259	6.63E-01	5.34E-01	0.6238367	-6.473012	0.0530641	NM_170683	P2RX2
1067	6.63E-01	5.34E-01	-0.6235835	-6.473168	-0.04488778	NM_022371	TOR3A
13135	6.63E-01	5.34E-01	0.6235237	-6.473205	0.03334031	NM_014680	KIAA0100
53189	6.63E-01	5.34E-01	-0.6234859	-6.473229	-0.11975042	NM_130388	ASB12
41779	6.63E-01	5.34E-01	0.6233994	-6.473282	0.12326658	NM_004310	RHOH
57635	6.63E-01	5.34E-01	0.6233976	-6.473283	0.0409608	NM_003134	SRP14
48874	6.63E-01	5.34E-01	0.6233335	-6.473323	0.11544087	NM_007180	TREH
19648	6.63E-01	5.35E-01	-0.6231375	-6.473444	-0.11300354		PI4KA
37890	6.63E-01	5.35E-01	0.6231194	-6.473455	0.11682594		XLOC_012564
11123	6.63E-01	5.35E-01	0.6230691	-6.473486	0.0810929		
43584	6.63E-01	5.35E-01	0.6230449	-6.473501	0.06664802	NM_001008778	SPDYC
48282	6.63E-01	5.35E-01	0.6229755	-6.473544	0.1153445	XR_111518	LOC100506530
2503	6.63E-01	5.35E-01	0.6229068	-6.473586	0.04195311	NM_016308	CMPK1
58064	6.64E-01	5.35E-01	-0.62283	-6.473633	-0.13354934	BX111391	XLOC_l2_010061
12177	6.64E-01	5.35E-01	-0.6227839	-6.473662	-0.12317605	AB023136	EXOC6B
16456	6.64E-01	5.35E-01	0.6227646	-6.473674	0.12016752		XLOC_l2_000636
37802	6.64E-01	5.35E-01	-0.6226884	-6.473721	-0.09568001	NM_021797	CHIA
47511	6.64E-01	5.35E-01	0.6225336	-6.473816	0.0951091		XLOC_011588
32275	6.64E-01	5.35E-01	-0.6225142	-6.473828	-0.10467633		XLOC_012638
24496	6.64E-01	5.35E-01	-0.6224605	-6.473861	-0.11492711	BE503541	XLOC_003248
18022	6.64E-01	5.35E-01	-0.6224177	-6.473887	-0.11485523	NM_138395	MARS2
1990	6.64E-01	5.35E-01	-0.6223987	-6.473899	-0.1316202	NR_027330	C7orf54
40082	6.64E-01	5.35E-01	-0.6223982	-6.473899	-0.09133703	NM_002907	RECQL
51398	6.64E-01	5.35E-01	0.6223945	-6.473902	0.11051655	AK125257	XLOC_l2_011361
27959	6.64E-01	5.35E-01	0.6222971	-6.473962	0.05463129	XR_110395	LOC440993
21139	6.64E-01	5.35E-01	-0.6222238	-6.474007	-0.11621134	NR_002714	REG1P
55583	6.64E-01	5.35E-01	0.6220311	-6.474126	0.07186662		
12884	6.64E-01	5.35E-01	0.6220298	-6.474126	0.05956849	AK130794	
22000	6.64E-01	5.35E-01	-0.6220162	-6.474135	-0.04646716	NM_001130514	C19orf69
61517	6.64E-01	5.35E-01	-0.6218788	-6.474219	-0.13447347		XLOC_005165
21325	6.64E-01	5.35E-01	0.6218761	-6.474221	0.13010161		XLOC_009983
41133	6.64E-01	5.35E-01	-0.6218598	-6.474231	-0.07313792	NM_001024736	CD276
28477	6.64E-01	5.35E-01	-0.6218116	-6.474261	-0.12161378		
5421	6.64E-01	5.36E-01	0.6216543	-6.474358	0.13119388	NR_024032	LINC00474
30510	6.64E-01	5.36E-01	0.6216153	-6.474382	0.12259264	BC048118	XLOC_l2_014219
11647	6.64E-01	5.36E-01	0.6216039	-6.474389	0.12276064	XR_109717	FLJ23865
22609	6.64E-01	5.36E-01	0.621552	-6.47442	0.07443578	NM_021185	CATSPERG
62389	6.64E-01	5.36E-01	0.6215128	-6.474445	0.1430515	NM_001101320	SERPINE3
8265	6.64E-01	5.36E-01	-0.6214541	-6.474481	-0.17210946	NM_138995	MYO3B
33208	6.64E-01	5.36E-01	0.6213848	-6.474523	0.10902974	BC043257	XLOC_l2_004757
3893	6.64E-01	5.36E-01	0.6212708	-6.474593	0.1099481	NM_178829	C7orf34
6800	6.64E-01	5.36E-01	-0.6211605	-6.474661	-0.03280589	NM_000937	POLR2A
54133	6.64E-01	5.36E-01	-0.6211502	-6.474668	-0.12589222		XLOC_010040
24853	6.64E-01	5.36E-01	-0.6210967	-6.474701	-0.10199241		XLOC_009914
2622	6.65E-01	5.36E-01	0.6209977	-6.474761	0.11949105	BX088900	XLOC_011214
481	6.65E-01	5.36E-01	-0.6209716	-6.474777	-0.13066873	NR_036753	ZNF847P
16642	6.65E-01	5.36E-01	0.6208581	-6.474847	0.12238204	DB091970	XLOC_l2_007167
32144	6.65E-01	5.36E-01	-0.6207983	-6.474884	-0.13329752	NM_177998	OTOP1
20696	6.65E-01	5.36E-01	-0.6206933	-6.474948	-0.15389236	BC037850	XLOC_010843
60469	6.65E-01	5.36E-01	0.6206796	-6.474957	0.03104659	NM_000918	P4HB
1425	6.65E-01	5.36E-01	0.6206003	-6.475006	0.06506948	NM_020846	SLAIN2
3099	6.65E-01	5.36E-01	0.6205575	-6.475032	0.05881751	NM_003409	ZFP161
4315	6.65E-01	5.36E-01	0.6205371	-6.475044	0.03677509	NM_006660	CLPX
56466	6.65E-01	5.36E-01	0.6204755	-6.475082	0.04237299	NM_005744	ARIH1
20992	6.65E-01	5.36E-01	0.6204516	-6.475097	0.03791221	NM_003183	ADAM17
781	6.65E-01	5.36E-01	-0.620445	-6.475101	-0.11667686		XLOC_l2_005517
25707	6.65E-01	5.36E-01	-0.6204439	-6.475102	-0.03780481	NM_020365	EIF2B3
37116	6.65E-01	5.36E-01	-0.6203938	-6.475133	-0.11163574	NM_001013736	FAM47C
53753	6.65E-01	5.36E-01	0.6203746	-6.475144	0.1056184	XM_003119181	
38549	6.65E-01	5.36E-01	0.6203665	-6.475149	0.11940157	NM_001437	ESR2
59619	6.65E-01	5.37E-01	-0.6202056	-6.475248	-0.03679118	NM_005902	SMAD3
59147	6.65E-01	5.37E-01	-0.6201686	-6.475271	-0.06307963	NM_173672	PPIL6
31740	6.65E-01	5.37E-01	0.6201141	-6.475304	0.09277436	AY358215	OR9H1P
4354	6.65E-01	5.37E-01	0.620106	-6.475309	0.14552214		XLOC_004031
1553	6.65E-01	5.37E-01	0.6200396	-6.47535	0.14140093		
50067	6.65E-01	5.37E-01	0.6200362	-6.475352	0.09365262	NM_019018	FAM105A
58492	6.65E-01	5.37E-01	0.6200295	-6.475356	0.06414792	NM_052961	SLC26A8
19522	6.65E-01	5.37E-01	0.6199545	-6.475402	0.12497981	NM_145016	GLYATL2
23462	6.65E-01	5.37E-01	-0.6199255	-6.47542	-0.12495369	NM_001005279	OR6K2
32916	6.65E-01	5.37E-01	0.6199153	-6.475426	0.1027547	NM_021955	GNGT1
50128	6.65E-01	5.37E-01	-0.619841	-6.475472	-0.07526867	NM_024641	MANEA
11522	6.65E-01	5.37E-01	-0.6198388	-6.475473	-0.07389991		XLOC_003202
7512	6.65E-01	5.37E-01	0.6198105	-6.475491	0.02873952	NM_030818	CCDC130
46369	6.65E-01	5.37E-01	0.6198046	-6.475494	0.11670935		CACNA1B
50150	6.65E-01	5.37E-01	0.6197621	-6.47552	0.12780391		XLOC_l2_008226
1627	6.65E-01	5.37E-01	-0.619715	-6.475549	-0.11087215		XLOC_009723
48603	6.65E-01	5.37E-01	0.6196816	-6.47557	0.11720685		XLOC_l2_014777
50088	6.65E-01	5.37E-01	0.6196672	-6.475579	0.10361975	BG033631	LOC644242
49847	6.65E-01	5.37E-01	-0.6196511	-6.475588	-0.06193477	NM_152288	ORAI3
33267	6.65E-01	5.37E-01	0.6196419	-6.475594	0.04014318	NM_182627	WDR53
20876	6.65E-01	5.37E-01	-0.619616	-6.47561	-0.09333294		XKR9
36347	6.65E-01	5.37E-01	0.6195809	-6.475631	0.07169538	NM_001206774	GTF3C3
38159	6.65E-01	5.37E-01	-0.6195732	-6.475636	-0.11022308	XR_109245	
19057	6.65E-01	5.37E-01	-0.6195578	-6.475646	-0.03331925	NM_138714	NFAT5
16068	6.65E-01	5.37E-01	-0.6195461	-6.475653	-0.12990127		
48585	6.65E-01	5.37E-01	0.6195094	-6.475675	0.21994707	BU726797	XLOC_l2_006125
22599	6.65E-01	5.37E-01	-0.6194947	-6.475684	-0.10244616		
60903	6.65E-01	5.37E-01	0.6194531	-6.47571	0.07556712	NR_004855	HULC
17520	6.65E-01	5.37E-01	-0.6194288	-6.475725	-0.12309918		XLOC_000308
23319	6.65E-01	5.37E-01	-0.6193923	-6.475747	-0.11487394		XLOC_003481
32335	6.65E-01	5.37E-01	0.6193594	-6.475767	0.12105478	NM_005559	LAMA1
26419	6.65E-01	5.37E-01	0.6193262	-6.475788	0.11524987	NM_005588	MEP1A
38860	6.65E-01	5.37E-01	-0.6193106	-6.475797	-0.1225572	NM_021815	SLC5A7
16329	6.65E-01	5.37E-01	-0.6192133	-6.475857	-0.08768431	NM_144566	ZNF700
37570	6.65E-01	5.37E-01	0.6191828	-6.475876	0.07329172	AK129745	Q6IHG2
57679	6.65E-01	5.37E-01	0.6190931	-6.475931	0.12096366	NR_024119	LINC00244
14007	6.65E-01	5.37E-01	-0.6190547	-6.475954	-0.12557001	NM_002667	PLN
36001	6.66E-01	5.37E-01	-0.6187893	-6.476117	-0.03733525	NM_148179	C9orf23
22759	6.66E-01	5.37E-01	-0.6187432	-6.476145	-0.1046961		XLOC_002882
61235	6.66E-01	5.38E-01	-0.6186863	-6.47618	-0.10234837		XLOC_014019
43225	6.66E-01	5.38E-01	-0.6186854	-6.47618	-0.09448967		XLOC_l2_015336
909	6.66E-01	5.38E-01	-0.6186663	-6.476192	-0.10194157	NM_001080837	SEBOX
58280	6.66E-01	5.38E-01	0.6186651	-6.476193	0.04368317	NM_018374	TMEM106B
12626	6.66E-01	5.38E-01	-0.6186283	-6.476215	-0.13126664	CK904495	XLOC_l2_003944
49186	6.66E-01	5.38E-01	0.6184676	-6.476314	0.07808076		XLOC_l2_000138
53439	6.66E-01	5.38E-01	0.6183657	-6.476376	0.10774116		XLOC_006298
31406	6.66E-01	5.38E-01	-0.6183643	-6.476377	-0.11710085		XLOC_012768
31714	6.66E-01	5.38E-01	0.6183108	-6.47641	0.11639364	NM_018593	SLC16A10
2572	6.66E-01	5.38E-01	-0.6181117	-6.476532	-0.07784873	NM_003533	HIST1H3I
4908	6.66E-01	5.38E-01	-0.6180578	-6.476565	-0.12245987	XM_001128459	
40939	6.66E-01	5.38E-01	0.6180511	-6.476569	0.08549655	NM_052942	GBP5
22163	6.66E-01	5.38E-01	0.618018	-6.476589	0.10692986	NM_001008740	TMCO2
35825	6.66E-01	5.38E-01	0.6179209	-6.476648	0.10319079	NR_038873	LOC286059
23279	6.66E-01	5.38E-01	-0.6178552	-6.476689	-0.09384985	NM_005691	ABCC9
40752	6.66E-01	5.38E-01	0.6178326	-6.476702	0.04224505	NM_015571	SENP6
7007	6.66E-01	5.38E-01	0.6178293	-6.476704	0.07924462	NM_130776	XAGE3
39787	6.66E-01	5.38E-01	0.6178089	-6.476717	0.10318034		XLOC_013683
62178	6.66E-01	5.38E-01	-0.6177414	-6.476758	-0.09860776	NR_015364	LOC441204
54899	6.66E-01	5.38E-01	-0.6175826	-6.476855	-0.12714309	AK310041	LOC643699
57720	6.66E-01	5.38E-01	-0.6174587	-6.476931	-0.03074107	NM_003876	TMEM11
62893	6.66E-01	5.38E-01	0.6173338	-6.477007	0.13490062	NM_001013692	PRAMEF3
53361	6.67E-01	5.38E-01	0.6172253	-6.477074	0.12165326		
28075	6.67E-01	5.39E-01	-0.6166254	-6.47744	-0.04308209	NM_197966	BID
51295	6.67E-01	5.39E-01	0.6166138	-6.477447	0.10130251		FOXA1
15085	6.67E-01	5.39E-01	-0.6165817	-6.477467	-0.05216466	NM_173811	HARBI1
957	6.67E-01	5.39E-01	-0.6164839	-6.477526	-0.0882472		XLOC_005405
9442	6.67E-01	5.39E-01	-0.6164368	-6.477555	-0.11949237	AA421074	XLOC_007413
18618	6.67E-01	5.39E-01	-0.6163933	-6.477582	-0.13018988	NM_001708	OPN1SW
29749	6.67E-01	5.39E-01	0.6162855	-6.477647	0.04010518	NM_001537	HSBP1
3345	6.67E-01	5.39E-01	0.6162376	-6.477677	0.12200172	XM_003403861	FRMPD3
62259	6.67E-01	5.39E-01	0.6161804	-6.477712	0.11878294	NM_006947	SRP72
35304	6.67E-01	5.39E-01	-0.616102	-6.477759	-0.05835503		XLOC_l2_003944
34419	6.67E-01	5.39E-01	-0.6160966	-6.477763	-0.09982382	NM_003770	KRT37
61161	6.67E-01	5.39E-01	-0.6160727	-6.477777	-0.10198301		XLOC_002275
11298	6.67E-01	5.39E-01	0.6160513	-6.47779	0.05683232	NM_178545	TMEM52
48465	6.67E-01	5.39E-01	0.6160498	-6.477791	0.11505689	NM_001004463	OR10G7
35857	6.67E-01	5.39E-01	-0.6158577	-6.477908	-0.08563506	XR_109758	XLOC_014420
45272	6.67E-01	5.39E-01	0.6158093	-6.477938	0.08841798		XLOC_007326
10409	6.67E-01	5.39E-01	-0.6157871	-6.477951	-0.12234617	AK090562	LOC729987
24238	6.67E-01	5.39E-01	-0.6157865	-6.477952	-0.08566293	NM_005084	PLA2G7
1770	6.68E-01	5.39E-01	0.6156754	-6.47802	0.14158471	AK127323	FAM53B
41692	6.68E-01	5.40E-01	0.6155759	-6.47808	0.11782144	EU927394	DUOXA1
32185	6.68E-01	5.40E-01	0.6155177	-6.478116	0.07665426		XLOC_002541
1804	6.68E-01	5.40E-01	0.6154144	-6.478179	0.13924975		GRM6
3607	6.68E-01	5.40E-01	-0.6153988	-6.478188	-0.11299897		
30386	6.68E-01	5.40E-01	-0.6153664	-6.478208	-0.07153064		
16268	6.68E-01	5.40E-01	0.6153394	-6.478224	0.05019304	NM_001626	AKT2
8423	6.68E-01	5.40E-01	0.6151935	-6.478313	0.13424272	DW451320	XLOC_001919
7929	6.68E-01	5.40E-01	0.6151834	-6.478319	0.12892697	NM_002421	MMP1
51167	6.68E-01	5.40E-01	0.6151155	-6.478361	0.06990817		XLOC_007096
54772	6.68E-01	5.40E-01	-0.6150915	-6.478375	-0.0783519		
55166	6.68E-01	5.40E-01	0.6150276	-6.478414	0.11265158	NM_006475	POSTN
44999	6.68E-01	5.40E-01	-0.6150178	-6.47842	-0.05901558	NM_001201407	ZNF778
31872	6.68E-01	5.40E-01	-0.6147833	-6.478563	-0.1068871		XLOC_007956
36934	6.68E-01	5.40E-01	0.6147036	-6.478611	0.09010348		
55059	6.68E-01	5.40E-01	0.6146925	-6.478618	0.02718055	NM_000986	RPL24
13544	6.68E-01	5.40E-01	0.6146394	-6.478651	0.03850757	NM_016508	CDKL3
40001	6.68E-01	5.40E-01	0.6145625	-6.478697	0.03425098	NM_152305	POGLUT1
13566	6.68E-01	5.40E-01	0.6142734	-6.478873	0.0998379	NM_198479	TPRX1
14591	6.68E-01	5.40E-01	-0.6142509	-6.478887	-0.0903657	NM_001496	GFRA3
20430	6.69E-01	5.41E-01	0.614111	-6.478972	0.04338549	NM_001025076	CELF2
362	6.69E-01	5.41E-01	0.6140754	-6.478994	0.08994469	DB226000	
19209	6.69E-01	5.41E-01	0.6139664	-6.47906	0.11274306		XLOC_004063
25682	6.69E-01	5.41E-01	0.6139589	-6.479064	0.11112769	NR_026643	FAM99A
46959	6.69E-01	5.41E-01	0.6139339	-6.47908	0.11052385	NM_134444	NLRP4
15361	6.69E-01	5.41E-01	-0.6139332	-6.47908	-0.0452098	NR_034023	LOC339807
29102	6.69E-01	5.41E-01	0.6139195	-6.479088	0.1108869	NM_002049	GATA1
45716	6.69E-01	5.41E-01	0.6138564	-6.479127	0.12124261	XR_109556	LOC100507004
43702	6.69E-01	5.41E-01	-0.613839	-6.479137	-0.08298102	AY956761	HSP90AA5P
59058	6.69E-01	5.41E-01	0.6137855	-6.47917	0.24563398	BC090887	FLJ35024
40889	6.69E-01	5.41E-01	-0.6136236	-6.479268	-0.09192298	NM_199464	KCNRG
9744	6.69E-01	5.41E-01	0.6136184	-6.479271	0.13064742		XLOC_012227
35198	6.69E-01	5.41E-01	0.6135988	-6.479283	0.09772867		
28852	6.69E-01	5.41E-01	0.613433	-6.479384	0.08750415	NR_037177	LOC100294145
21430	6.69E-01	5.41E-01	-0.613351	-6.479434	-0.10092945		
12180	6.69E-01	5.41E-01	-0.613321	-6.479452	-0.0562839	NM_183387	EML5
28256	6.69E-01	5.41E-01	-0.6131274	-6.47957	-0.11991935	NM_001079858	GPR64
2065	6.69E-01	5.41E-01	0.6130511	-6.479616	0.13534811	NM_139166	ABRA
434	6.69E-01	5.41E-01	-0.6129958	-6.479649	-0.14810074	BC040150	P06788
52261	6.69E-01	5.41E-01	0.6129485	-6.479678	0.0316558	NM_004396	DDX5
38214	6.69E-01	5.41E-01	0.6128779	-6.479721	0.11160239	AF118080	
62473	6.69E-01	5.41E-01	-0.6128306	-6.47975	-0.06431773	NM_006219	PIK3CB
16651	6.69E-01	5.41E-01	-0.6127462	-6.479801	-0.05542801	NM_012390	SMR3A
52134	6.69E-01	5.41E-01	0.61273	-6.479811	0.1244214		XLOC_013162
55089	6.69E-01	5.41E-01	0.6127281	-6.479812	0.1280424	BC043208	XLOC_l2_001583
10605	6.69E-01	5.41E-01	0.6127097	-6.479823	0.12765923	NM_004797	ADIPOQ
13216	6.69E-01	5.41E-01	-0.6127044	-6.479826	-0.14194252	NM_001047980	NBPF7
45122	6.69E-01	5.41E-01	-0.6126985	-6.47983	-0.04418861	NM_024585	ARMC7
13570	6.69E-01	5.41E-01	0.6126957	-6.479831	0.13940088	NM_001136486	TRIM64
51857	6.69E-01	5.42E-01	-0.6125823	-6.4799	-0.10310233		XLOC_013826
10950	6.69E-01	5.42E-01	-0.6125662	-6.47991	-0.11199958	AK022481	PIAS4
27984	6.69E-01	5.42E-01	-0.6125299	-6.479932	-0.06183678	NR_003950	ZDHHC8P1
26612	6.69E-01	5.42E-01	-0.6125262	-6.479934	-0.09377866		XLOC_011157
12813	6.69E-01	5.42E-01	-0.6125236	-6.479936	-0.12365214	NM_198081	SCML4
11137	6.69E-01	5.42E-01	-0.6123926	-6.480015	-0.07438995	NM_001165967	HES7
6251	6.69E-01	5.42E-01	-0.6123926	-6.480015	-0.13044633		XLOC_000894
11966	6.69E-01	5.42E-01	-0.612327	-6.480055	-0.07599136		
14377	6.69E-01	5.42E-01	-0.6123054	-6.480068	-0.04039973	NM_003428	ZNF84
21327	6.69E-01	5.42E-01	0.6122747	-6.480087	0.12566439	BU188154	XLOC_002705
54710	6.69E-01	5.42E-01	-0.6122448	-6.480105	-0.09096173	NM_016953	PDE11A
6439	6.70E-01	5.42E-01	0.6121159	-6.480183	0.09814183		XLOC_006793
22144	6.70E-01	5.42E-01	-0.6121042	-6.48019	-0.05311874	NM_001008727	ZNF121
8778	6.70E-01	5.42E-01	0.6119702	-6.480271	0.05529228	NM_004977	KCNC3
38760	6.70E-01	5.42E-01	-0.6119435	-6.480287	-0.10840125	NM_138424	KIF12
36451	6.70E-01	5.42E-01	0.6118954	-6.480317	0.11887182		XLOC_013786
4613	6.70E-01	5.42E-01	-0.61183	-6.480356	-0.14404929	BC050580	XLOC_005747
3110	6.70E-01	5.42E-01	0.6117774	-6.480388	0.08631679	NM_003248	THBS4
27112	6.70E-01	5.42E-01	-0.6116331	-6.480476	-0.11175945		XLOC_012626
31940	6.70E-01	5.42E-01	0.6115096	-6.48055	0.1109756		NCBP1
29066	6.70E-01	5.42E-01	-0.6114368	-6.480594	-0.04895375	NM_080632	UPF3B
18713	6.70E-01	5.42E-01	-0.6113685	-6.480636	-0.1040461	AK125705	TBC1D22A
47450	6.70E-01	5.42E-01	-0.6113508	-6.480646	-0.06438164	NM_138458	WDR92
7315	6.70E-01	5.42E-01	0.6113467	-6.480649	0.06621885	XR_111771	LOC100509075
26521	6.70E-01	5.42E-01	-0.6112967	-6.480679	-0.0564025	NM_003435	ZNF134
48711	6.70E-01	5.42E-01	-0.6112627	-6.4807	-0.03817638	NM_000637	GSR
33464	6.70E-01	5.42E-01	0.6112246	-6.480723	0.11549297		XLOC_002063
54608	6.70E-01	5.42E-01	-0.6112035	-6.480736	-0.11036226	BQ184771	VWA5B2
14771	6.70E-01	5.42E-01	0.6112012	-6.480737	0.13532954	NM_052939	FCRL3
55864	6.70E-01	5.42E-01	0.6111838	-6.480747	0.03734261	NM_145301	FAM18B2
3624	6.70E-01	5.42E-01	-0.6111617	-6.480761	-0.09462758		XLOC_l2_005187
62518	6.70E-01	5.42E-01	0.6111414	-6.480773	0.12379157		XLOC_001504
21105	6.70E-01	5.42E-01	-0.6111412	-6.480773	-0.10343695	NM_138289	ACTRT1
16799	6.70E-01	5.43E-01	-0.6110773	-6.480812	-0.13468154		XLOC_l2_012605
59207	6.70E-01	5.43E-01	0.6110189	-6.480847	0.14198953	NM_014424	HSPB7
6734	6.70E-01	5.43E-01	0.6110134	-6.480851	0.12707976	NM_181621	KRTAP13-2
591	6.70E-01	5.43E-01	-0.610954	-6.480886	-0.04270384	NM_025222	WDR82
42671	6.70E-01	5.43E-01	0.6109222	-6.480906	0.07513156	NR_027995	ANKRD20A9P
9230	6.70E-01	5.43E-01	0.6109157	-6.48091	0.11230514	NM_001105569	MSGN1
12869	6.70E-01	5.43E-01	-0.610871	-6.480937	-0.12438441	NM_033341	BIRC8
60764	6.70E-01	5.43E-01	-0.6108667	-6.480939	-0.05740972	NM_021964	ZNF148
49306	6.70E-01	5.43E-01	0.6108552	-6.480946	0.09922781		XLOC_004565
19156	6.70E-01	5.43E-01	0.6108248	-6.480965	0.03851631	NM_019606	MEPCE
5636	6.70E-01	5.43E-01	0.6108184	-6.480969	0.13007505		XLOC_001414
20997	6.70E-01	5.43E-01	0.6107801	-6.480992	0.11458029		XLOC_003371
18106	6.70E-01	5.43E-01	0.6107506	-6.48101	0.13081086		
38182	6.70E-01	5.43E-01	-0.6105015	-6.48116	-0.09144842	NM_001160124	KLF6
48036	6.70E-01	5.43E-01	0.6104692	-6.48118	0.0307235	NM_004421	DVL1
30496	6.70E-01	5.43E-01	0.6104632	-6.481183	0.04871552	NM_001142641	FBRSL1
35912	6.70E-01	5.43E-01	0.6104025	-6.48122	0.11019306	XR_109285	LOC100507092
29509	6.70E-01	5.43E-01	-0.6104002	-6.481221	-0.11717737	NM_000586	IL2
59033	6.70E-01	5.43E-01	-0.6103402	-6.481258	-0.07826262	NM_020851	ISLR2
59577	6.70E-01	5.43E-01	-0.6103254	-6.481267	-0.04543336	NM_007195	POLI
12124	6.71E-01	5.43E-01	-0.610235	-6.481321	-0.13515849		XLOC_010971
4465	6.71E-01	5.43E-01	0.6100968	-6.481405	0.13339359	NM_001030047	KLK3
23516	6.71E-01	5.43E-01	0.6100643	-6.481424	0.11675123		XLOC_004316
31361	6.71E-01	5.43E-01	-0.6099753	-6.481478	-0.07101197	NR_003361	SNORD116-28
48458	6.71E-01	5.43E-01	-0.6099012	-6.481523	-0.05784097	NM_001033083	PBLD
28124	6.71E-01	5.43E-01	-0.6098009	-6.481583	-0.07482792	NR_033319	MIAT
46367	6.71E-01	5.43E-01	0.6097942	-6.481587	0.08396505		XLOC_009038
34420	6.71E-01	5.43E-01	-0.6097696	-6.481602	-0.11639534		XLOC_011615
50364	6.71E-01	5.43E-01	-0.6097141	-6.481636	-0.05953474	NM_001025200	CTRB2
22915	6.71E-01	5.44E-01	0.6095687	-6.481724	0.10562248	NM_005982	SIX1
44660	6.71E-01	5.44E-01	0.6094999	-6.481765	0.08383037	NM_019862	ABCC1
33248	6.71E-01	5.44E-01	-0.6094671	-6.481785	-0.07231337	NM_000475	NR0B1
62780	6.71E-01	5.44E-01	-0.6094422	-6.4818	-0.04051059	NM_006421	ARFGEF1
49212	6.71E-01	5.44E-01	0.6094308	-6.481807	0.07515842	NM_014409	TAF5L
56008	6.71E-01	5.44E-01	0.6092908	-6.481891	0.12023349		XLOC_006365
37856	6.71E-01	5.44E-01	-0.609268	-6.481905	-0.04428395	NM_012383	OSTF1
59615	6.71E-01	5.44E-01	-0.6092226	-6.481932	-0.10030197		
16678	6.71E-01	5.44E-01	-0.6089744	-6.482082	-0.08213555	NM_000359	TGM1
42167	6.71E-01	5.44E-01	-0.6089713	-6.482084	-0.13704462	NM_197965	SLC10A6
2856	6.71E-01	5.44E-01	0.6089033	-6.482125	0.15892014		XLOC_008683
42217	6.71E-01	5.44E-01	-0.6088945	-6.48213	-0.08808424	NM_016601	KCNK9
28389	6.71E-01	5.44E-01	0.6088335	-6.482167	0.11228321	NM_175868	MAGEA6
57163	6.71E-01	5.44E-01	-0.608782	-6.482198	-0.03894789	NM_052906	ELFN2
8047	6.71E-01	5.44E-01	0.6086585	-6.482273	0.12704479	NM_000863	HTR1B
26108	6.72E-01	5.44E-01	0.6084882	-6.482375	0.10945178	BE387254	XLOC_005827
60321	6.72E-01	5.44E-01	0.6083131	-6.482481	0.08934423		XLOC_001342
20704	6.72E-01	5.44E-01	0.6083098	-6.482483	0.12930994	NM_001781	CD69
4936	6.72E-01	5.44E-01	0.6082657	-6.482509	0.12892489		XLOC_l2_007274
38962	6.72E-01	5.44E-01	0.6082597	-6.482513	0.11363206		XLOC_009419
11882	6.72E-01	5.44E-01	0.6082186	-6.482538	0.11474564	NM_000384	APOB
21005	6.72E-01	5.44E-01	0.6081759	-6.482563	0.11128607	CF126671	XLOC_l2_008214
29686	6.72E-01	5.44E-01	0.6081418	-6.482584	0.10596502	NM_001005500	OR4M1
12732	6.72E-01	5.44E-01	-0.6081235	-6.482595	-0.12884268		XLOC_002973
