"","ENSEMBL","Length","SYMBOL","ENTREZID"
"24470","ENSMUSG00000089615",131,"Gm23774","115485919"
"24471","ENSMUSG00000089625",76,"Gm25443","115489088"
"24472","ENSMUSG00000089630",1366,"Gm6903","628681"
"24473","ENSMUSG00000089633",3123,"A230009B12Rik","319750"
"24474","ENSMUSG00000089634",699,"Nat8b-ps","434057"
"24475","ENSMUSG00000089645",1977,"Gm5766","436332"
"24476","ENSMUSG00000089647",3376,"Gm2245","102632231"
"24477","ENSMUSG00000089648",1251,"Gm15790","100534274"
"24478","ENSMUSG00000089654",451,"Ear-ps12","503849"
"24479","ENSMUSG00000089657",610,"Gm16585","100416220"
"24480","ENSMUSG00000089661",994,"Mia","12587"
"24481","ENSMUSG00000089665",392,"Fcor","100503924"
"24482","ENSMUSG00000089669",1637,"Tnfsf13","69583"
"24483","ENSMUSG00000089670",991,"Gm16581","100417585"
"24484","ENSMUSG00000089671",702,"Gm16537","102638434"
"24485","ENSMUSG00000089675",2227,"Ugt1a8","613123"
"24486","ENSMUSG00000089678",3165,"Agxt2","268782"
"24487","ENSMUSG00000089679",2766,"Gm16299","102641509"
"24488","ENSMUSG00000089682",4462,"Bcl2l2","12050"
"24489","ENSMUSG00000089686",2574,"Mnd1-ps","100042415"
"24490","ENSMUSG00000089687",761,"Rab42","242681"
"24491","ENSMUSG00000089689",1098,"Gm4982","245290"
"24492","ENSMUSG00000089694",1822,"Nat8f7","100043497"
"24493","ENSMUSG00000089696",1241,"Spopfm1","212727"
"24494","ENSMUSG00000089698",711,"Gm2541","100039994"
"24495","ENSMUSG00000089700",1042,"Gm2343","100039626"
"24496","ENSMUSG00000089704",4282,"Galnt2","108148"
"24497","ENSMUSG00000089706",6412,"B230216N24Rik","78603"
"24498","ENSMUSG00000089707",3101,"Slain1os","70898"
"24499","ENSMUSG00000089712",2494,"Gm15889","115486954"
"24500","ENSMUSG00000089715",10609,"Cbx6","494448"
"24501","ENSMUSG00000089717",3382,"4930552N02Rik","75367"
"24502","ENSMUSG00000089717",3382,"Olfr275","258857"
"24503","ENSMUSG00000089722",852,"Cd300ld5","100043125"
"24504","ENSMUSG00000089724",983,"Krtap4-8","665992"
"24505","ENSMUSG00000089727",1178,"Klra8","16639"
"24506","ENSMUSG00000089728",657,"Clec2f","435921"
"24507","ENSMUSG00000089730",823,"1700007P06Rik","69308"
"24508","ENSMUSG00000089735",1784,"Gm8428","667028"
"24509","ENSMUSG00000089736",2930,"Tgfbr3l","100044509"
"24510","ENSMUSG00000089743",1117,"Gm16226","102638080"
"24511","ENSMUSG00000089754",442,"Ear-ps7","497105"
"24512","ENSMUSG00000089756",2988,"Zfp966","667962"
"24513","ENSMUSG00000089759",4924,"3632454L22Rik","320606"
"24514","ENSMUSG00000089762",2683,"Ier5l","72500"
"24515","ENSMUSG00000089764",1048,"Gm16580","100417756"
"24516","ENSMUSG00000089768",439,"Tmsb15b1","666244"
"24517","ENSMUSG00000089769",745,"Gm16574","100417422"
"24518","ENSMUSG00000089771",702,"Gm16311","102632119"
"24519","ENSMUSG00000089773",3014,"Skint1","639781"
"24520","ENSMUSG00000089774",10913,"Slc5a3","53881"
"24521","ENSMUSG00000089775",3238,"Gm16270","100416105"
"24522","ENSMUSG00000089781",670,"Gm15756","102631993"
"24523","ENSMUSG00000089787",918,"Gm15825","102635013"
"24524","ENSMUSG00000089789",3930,"Rdh1","107605"
"24525","ENSMUSG00000089795",601,"Hmgb3-ps","100417024"
"24526","ENSMUSG00000089797",680,"Gm16118","102632420"
"24527","ENSMUSG00000089798",7963,"1700028K03Rik","76421"
"24528","ENSMUSG00000089800",435,"Rps19-ps10","668294"
"24529","ENSMUSG00000089802",862,"Gm16107","100418317"
"24530","ENSMUSG00000089804",1504,"Gm16136","105245924"
"24531","ENSMUSG00000089806",436,"Gm16570","115488031"
"24532","ENSMUSG00000089809",13805,"A930011G23Rik","319818"
"24533","ENSMUSG00000089809",13805,"Rasgef1b","320292"
"24534","ENSMUSG00000089815",1222,"Gm5083","328235"
"24535","ENSMUSG00000089817",1024,"Gm7162","635617"
"24536","ENSMUSG00000089819",1936,"Gm15679","100873092"
"24537","ENSMUSG00000089824",6689,"Rbm12","75710"
"24538","ENSMUSG00000089832",4230,"Shkbp1","192192"
"24539","ENSMUSG00000089833",1696,"Fhitos","547334"
"24540","ENSMUSG00000089837",1453,"Npcd","504193"
"24541","ENSMUSG00000089839",433,"Rps19-ps11","100502631"
"24542","ENSMUSG00000089842",3821,"Pitpnm2os2","100047482"
"24543","ENSMUSG00000089844",1603,"A530032D15Rik","381287"
"24544","ENSMUSG00000089847",3582,"Timm10b","14356"
"24545","ENSMUSG00000089857",3569,"Zfp882","382019"
"24546","ENSMUSG00000089859",2340,"Olfr1506","257665"
"24547","ENSMUSG00000089859",2340,"Olfr1565","100042690"
"24548","ENSMUSG00000089862",5018,"Umad1","100036521"
"24549","ENSMUSG00000089871",1083,"Speer4cos","75858"
"24550","ENSMUSG00000089872",9741,"Rps6kc1","320119"
"24551","ENSMUSG00000089873",984,"Mup13","100039089"
"24552","ENSMUSG00000089874",497,"9230117E06Rik","78082"
"24553","ENSMUSG00000089876",1933,"Tmem102","380705"
"24554","ENSMUSG00000089879",580,"4930448H16Rik","74872"
"24555","ENSMUSG00000089886",573,"Gm16184","100416336"
"24556","ENSMUSG00000089888",293,"Gm16547","102637455"
"24557","ENSMUSG00000089889",3458,"0610040B10Rik","67672"
"24558","ENSMUSG00000089892",3106,"Olfr1199","258450"
"24559","ENSMUSG00000089893",1007,"Gm9141","668385"
"24560","ENSMUSG00000089900",1837,"Tbc1d22bos","74092"
"24561","ENSMUSG00000089911",7466,"Mfsd14a","15247"
"24562","ENSMUSG00000089914",788,"4930486I03Rik","75028"
"24563","ENSMUSG00000089917",4629,"Uckl1","68556"
"24564","ENSMUSG00000089929",817,"Bcl2a1b","12045"
"24565","ENSMUSG00000089937",543,"Gm7281","105243968"
"24566","ENSMUSG00000089942",3462,"Pira2","18725"
"24567","ENSMUSG00000089943",2203,"Ugt1a5","394433"
"24568","ENSMUSG00000089945",8456,"Pakap","677884"
"24569","ENSMUSG00000089947",2162,"Gm15509","105244050"
"24570","ENSMUSG00000089950",637,"Gm16215","100418328"
"24571","ENSMUSG00000089951",1508,"Zfp968-ps","100302432"
"24572","ENSMUSG00000089953",2312,"Rnf224","329360"
"24573","ENSMUSG00000089957",2697,"A830011K09Rik","319702"
"24574","ENSMUSG00000089958",795,"Gm16165","100416118"
"24575","ENSMUSG00000089960",2224,"Ugt1a1","394436"
"24576","ENSMUSG00000089963",233,"Rhox11-ps3","104053954"
"24577","ENSMUSG00000089964",1930,"Gm16582","102634844"
"24578","ENSMUSG00000089973",903,"Vmn1r190-ps","252908"
"24579","ENSMUSG00000089976",189,"Gm2389","100039723"
"24580","ENSMUSG00000089982",1003,"Gm7568","102634042"
"24581","ENSMUSG00000089984",2512,"Fbxo24","71176"
"24582","ENSMUSG00000089988",586,"Gm16238","100191076"
"24583","ENSMUSG00000089992",2348,"G6pd2","14380"
"24584","ENSMUSG00000089996",550,"Tmsb15b2","100034363"
"24585","ENSMUSG00000089997",3681,"1810020O05Rik","613264"
"24586","ENSMUSG00000089998",4046,"Phtf1os","100125931"
"24587","ENSMUSG00000090000",1901,"Ier3ip1","66191"
"24588","ENSMUSG00000090015",3780,"Gm15446","100642166"
"24589","ENSMUSG00000090016",784,"Gm16578","105245508"
"24590","ENSMUSG00000090019",3073,"Gimap1","16205"
"24591","ENSMUSG00000090021",2639,"Gm6493","624311"
"24592","ENSMUSG00000090027",1292,"Gm15740","666603"
"24593","ENSMUSG00000090035",5089,"Galnt4","14426"
"24594","ENSMUSG00000090038",2821,"Gm16573","102635191"
"24595","ENSMUSG00000090041",758,"Gm16027","100417906"
"24596","ENSMUSG00000090051",859,"Gm8194","666621"
"24597","ENSMUSG00000090053",3616,"Pakap","677884"
"24598","ENSMUSG00000090059",3726,"Olfr1062","259082"
"24599","ENSMUSG00000090061",10428,"Nwd2","319807"
"24600","ENSMUSG00000090063",8069,"Dlx6os1","320038"
"24601","ENSMUSG00000090066",9998,"1110002E22Rik","102634333"
"24602","ENSMUSG00000090067",513,"Gm2976","100040805"
"24603","ENSMUSG00000090069",6377,"Gm1604a","100040822"
"24604","ENSMUSG00000090071",2799,"Cdk5r2","12570"
"24605","ENSMUSG00000090077",2304,"Lime1","72699"
"24606","ENSMUSG00000090083",11703,"Rnf8","58230"
"24607","ENSMUSG00000090084",2652,"Srpx","51795"
"24608","ENSMUSG00000090087",2147,"Gm15939","102632938"
"24609","ENSMUSG00000090088",525,"Gm15934","102638854"
"24610","ENSMUSG00000090093",2561,"Gm14399","100043761"
"24611","ENSMUSG00000090095",508,"Rpl29-ps1","19945"
"24612","ENSMUSG00000090097",4460,"Olfr1182","258167"
"24613","ENSMUSG00000090098",2290,"Alms1-ps2","623273"
"24614","ENSMUSG00000090100",11406,"Ttbk2","140810"
"24615","ENSMUSG00000090101",214,"Snhg9","73474"
"24616","ENSMUSG00000090102",1233,"Tesl2","245376"
"24617","ENSMUSG00000090109",460,"Ear-ps10","503495"
"24618","ENSMUSG00000090110",1310,"Cmc4","105886298"
"24619","ENSMUSG00000090112",14066,"Shprh","268281"
"24620","ENSMUSG00000090113",2318,"Nhlrc4","621239"
"24621","ENSMUSG00000090115",8581,"Usp49","224836"
"24622","ENSMUSG00000090119",669,"Gm8185","666607"
"24623","ENSMUSG00000090121",3941,"Abhd12b","100504285"
"24624","ENSMUSG00000090122",1543,"Kcne1l","66240"
"24625","ENSMUSG00000090124",4219,"Ugt1a7c","394432"
"24626","ENSMUSG00000090125",3849,"Pou3f1","18991"
"24627","ENSMUSG00000090129",2706,"Olfr287","634104"
"24628","ENSMUSG00000090132",697,"Cypt2","245566"
"24629","ENSMUSG00000090136",444,"Gm10177","108167643"
"24630","ENSMUSG00000090137",1498,"Uba52","22186"
"24631","ENSMUSG00000090141",774,"Gm614","245536"
"24632","ENSMUSG00000090145",2382,"Ugt1a6b","394435"
"24633","ENSMUSG00000090150",9798,"Acad11","102632"
"24634","ENSMUSG00000090157",1711,"Fam78a","241303"
"24635","ENSMUSG00000090160",2199,"4930480K15Rik","78800"
"24636","ENSMUSG00000090162",807,"Gm6808","627895"
"24637","ENSMUSG00000090164",1584,"BC035044","232406"
"24638","ENSMUSG00000090165",2267,"Ugt1a10","394430"
"24639","ENSMUSG00000090166",678,"Ear10","93725"
"24640","ENSMUSG00000090171",2211,"Ugt1a2","22236"
"24641","ENSMUSG00000090173",4025,"Fbxw10","213980"
"24642","ENSMUSG00000090174",1681,"Gm10612","102638502"
"24643","ENSMUSG00000090175",2190,"Ugt1a9","394434"
"24644","ENSMUSG00000090176",1750,"Cd200r2","271375"
"24645","ENSMUSG00000090188",801,"Gm7418","664947"
"24646","ENSMUSG00000090191",2250,"9230105E05Rik","320626"
"24647","ENSMUSG00000090202",2404,"Samd13","75015"
"24648","ENSMUSG00000090206",1592,"Tepp","73407"
"24649","ENSMUSG00000090210",5186,"Itga10","213119"
"24650","ENSMUSG00000090213",3265,"Peds1","407243"
"24651","ENSMUSG00000090215",1850,"Trim34b","434218"
"24652","ENSMUSG00000090219",6133,"Olfr643","259081"
"24653","ENSMUSG00000090220",1618,"Pitpnm2os1","75927"
"24654","ENSMUSG00000090223",1026,"Pcp4","18546"
"24655","ENSMUSG00000090224",531,"Gm15974","100416108"
"24656","ENSMUSG00000090225",1096,"Gm11559","100415785"
"24657","ENSMUSG00000090231",2825,"Cfb","14962"
"24658","ENSMUSG00000090235",2327,"Gm16244","102637720"
"24659","ENSMUSG00000090236",1906,"Car15","80733"
"24660","ENSMUSG00000090242",729,"Rpl17-ps11","100418003"
"24661","ENSMUSG00000090247",1288,"Bloc1s1","14533"
"24662","ENSMUSG00000090254",2451,"Gm1965","434065"
"24663","ENSMUSG00000090255",3952,"4921534H16Rik","66737"
"24664","ENSMUSG00000090256",2166,"Alms1-ps1","100043493"
"24665","ENSMUSG00000090258",5693,"Churc1","211151"
"24666","ENSMUSG00000090259",463,"Gm16545","108168190"
"24667","ENSMUSG00000090260",928,"2810442N19Rik","72753"
"24668","ENSMUSG00000090263",1269,"D730045A05Rik","77855"
"24669","ENSMUSG00000090264",744,"Eif4ebp3","108112"
"24670","ENSMUSG00000090266",2697,"Mettl23","74319"
"24671","ENSMUSG00000090268",1593,"Spopfm3","383977"
"24672","ENSMUSG00000090272",3591,"Mndal","100040462"
"24673","ENSMUSG00000090273",1959,"Prr22","100504446"
"24674","ENSMUSG00000090290",6383,"Tarbp1","212728"
"24675","ENSMUSG00000090291",2103,"Lrrc10b","278795"
"24676","ENSMUSG00000090298",930,"Sult3a2","215895"
"24677","ENSMUSG00000090302",685,"Smr2l","665615"
"24678","ENSMUSG00000090303",1101,"Vmn2r-ps3","100124546"
"24679","ENSMUSG00000090304",9392,"Vmn2r99","665376"
"24680","ENSMUSG00000090306",754,"Adh6-ps1","639769"
"24681","ENSMUSG00000090307",2883,"1700071M16Rik","73504"
"24682","ENSMUSG00000090314",1078,"2310050C09Rik","66533"
"24683","ENSMUSG00000090315",11718,"Vmn2r104","22313"
"24684","ENSMUSG00000090319",1303,"Gm4462","100043475"
"24685","ENSMUSG00000090326",2877,"Dthd1","100322896"
"24686","ENSMUSG00000090330",1577,"9130221H12Rik","77124"
"24687","ENSMUSG00000090336",4799,"Cfap97d2","403185"
"24688","ENSMUSG00000090346",3393,"Vmn1r5","171192"
"24689","ENSMUSG00000090352",2861,"Vmn2r46","100042894"
"24690","ENSMUSG00000090355",2570,"Vmn2r-ps128","665961"
"24691","ENSMUSG00000090356",1346,"Teddm3","66561"
"24692","ENSMUSG00000090362",14279,"Vmn2r79","621430"
"24693","ENSMUSG00000090365",784,"Gm17070","100417311"
"24694","ENSMUSG00000090369",1380,"4933411K16Rik","66765"
"24695","ENSMUSG00000090379",1403,"Gm8229","666675"
"24696","ENSMUSG00000090383",5270,"Vmn2r58","628422"
"24697","ENSMUSG00000090386",22436,"Mir99ahg","77994"
"24698","ENSMUSG00000090394",10195,"4930523C07Rik","67647"
"24699","ENSMUSG00000090411",9058,"Vmn1r174","404291"
"24700","ENSMUSG00000090417",13369,"Vmn2r94","665227"
"24701","ENSMUSG00000090429",355,"Gm17271","115488504"
"24702","ENSMUSG00000090436",5372,"Vmn2r75","546981"
"24703","ENSMUSG00000090439",960,"Gm17455","100302688"
"24704","ENSMUSG00000090440",1757,"1700049E17Rik2","100041722"
"24705","ENSMUSG00000090448",511,"Gm17192","100463526"
"24706","ENSMUSG00000090449",1401,"Gm17076","100418372"
"24707","ENSMUSG00000090457",2153,"4930571K23Rik","75861"
"24708","ENSMUSG00000090461",1146,"Il22b","116849"
"24709","ENSMUSG00000090462",1391,"1700091H14Rik","73553"
"24710","ENSMUSG00000090466",1283,"Gm17043","100418375"
"24711","ENSMUSG00000090470",1817,"Prr23a3","71979"
"24712","ENSMUSG00000090471",1044,"Gm4553","100043617"
"24713","ENSMUSG00000090474",430,"Gm9372","668809"
"24714","ENSMUSG00000090482",1653,"Gm3675","100042113"
"24715","ENSMUSG00000090489",789,"Gm17415","108167670"
"24716","ENSMUSG00000090494",63,"Traj36","100124353"
"24717","ENSMUSG00000090509",1085,"Sfta2","433102"
"24718","ENSMUSG00000090515",646,"Krtap27-1","239933"
"24719","ENSMUSG00000090516",475,"Rps11-ps1","621119"
"24720","ENSMUSG00000090523",2331,"Gypc","71683"
"24721","ENSMUSG00000090527",1235,"Aadacl2fm2","433597"
"24722","ENSMUSG00000090534",3067,"Gm4675","105245869"
"24723","ENSMUSG00000090538",402,"Gm4775","212084"
"24724","ENSMUSG00000090539",2062,"Gm9602","673676"
"24725","ENSMUSG00000090544",883,"Gm6576","625311"
"24726","ENSMUSG00000090546",1554,"Cdr1","631990"
"24727","ENSMUSG00000090550",276,"Prlh","623503"
"24728","ENSMUSG00000090553",1372,"Snrpe","20643"
"24729","ENSMUSG00000090555",1242,"Gm8893","667951"
"24730","ENSMUSG00000090564",5274,"A430057M04Rik","319486"
"24731","ENSMUSG00000090565",1012,"4930405O22Rik","414079"
"24732","ENSMUSG00000090572",3125,"Vmn2r109","627814"
"24733","ENSMUSG00000090574",72,"Traj61","100124287"
"24734","ENSMUSG00000090578",1201,"Gm8323","666844"
"24735","ENSMUSG00000090581",9525,"Vmn2r6","667069"
"24736","ENSMUSG00000090585",2878,"4933406F09Rik","68308"
"24737","ENSMUSG00000090588",5231,"Muc21","672682"
"24738","ENSMUSG00000090594",1389,"Gm3327","102635261"
"24739","ENSMUSG00000090598",1192,"Gm8164","666560"
"24740","ENSMUSG00000090610",1060,"Gm3571","100041907"
"24741","ENSMUSG00000090618",1192,"Gm8379","666957"
"24742","ENSMUSG00000090619",13653,"Vmn2r60","637898"
"24743","ENSMUSG00000090622",2969,"A930033H14Rik","320700"
"24744","ENSMUSG00000090626",8798,"Tex9","21778"
"24745","ENSMUSG00000090629",1869,"Olfr180","258178"
"24746","ENSMUSG00000090631",1052,"Olfr456","259144"
"24747","ENSMUSG00000090634",1764,"Gm8126","108168152"
"24748","ENSMUSG00000090637",2082,"Gm6189","620899"
"24749","ENSMUSG00000090641",3968,"Zfp712","78251"
"24750","ENSMUSG00000090655",17870,"Vmn2r120","224916"
"24751","ENSMUSG00000090658",1679,"Prss47","218304"
"24752","ENSMUSG00000090659",4792,"Zfp493","72958"
"24753","ENSMUSG00000090662",4581,"Vmn2r45","100042810"
"24754","ENSMUSG00000090667",3584,"Mdfic2","330390"
"24755","ENSMUSG00000090675",2643,"Olfr111","545205"
"24756","ENSMUSG00000090685",682,"Atp6v1fnb","668210"
"24757","ENSMUSG00000090688",4607,"Vmn2r12","627569"
"24758","ENSMUSG00000090690",1406,"Gm8020","102636509"
"24759","ENSMUSG00000090691",2053,"Gm3667","100042100"
"24760","ENSMUSG00000090693",1984,"Trim43a","547109"
"24761","ENSMUSG00000090698",3567,"Apold1","381823"
"24762","ENSMUSG00000090700",2491,"Cyp4f40","631304"
"24763","ENSMUSG00000090710",306,"Pate11","671003"
"24764","ENSMUSG00000090713",1427,"Gm8127","666485"
"24765","ENSMUSG00000090714",2272,"Zscan4d","545913"
"24766","ENSMUSG00000090715",2677,"Vmn1r167","622032"
"24767","ENSMUSG00000090727",2560,"Gm3956","100042673"
"24768","ENSMUSG00000090733",1043,"Rps27","57294"
"24769","ENSMUSG00000090738",643,"Pate7","100312986"
"24770","ENSMUSG00000090740",666,"Gm17079","102640847"
"24771","ENSMUSG00000090743",1360,"Gm17213","100417908"
"24772","ENSMUSG00000090744",1892,"Gm6871","102642386"
"24773","ENSMUSG00000090747",620,"Esp8","100126778"
"24774","ENSMUSG00000090751",9153,"Vmn2r63","435975"
"24775","ENSMUSG00000090753",390,"Rpl31-ps4","435486"
"24776","ENSMUSG00000090762",7979,"Vmn2r56","629079"
"24777","ENSMUSG00000090764",1816,"Gm3127","100041076"
"24778","ENSMUSG00000090773",2565,"Vmn2r-ps69","670926"
"24779","ENSMUSG00000090774",10157,"Vmn2r74","546980"
"24780","ENSMUSG00000090777",1619,"Ccdc188","102638083"
"24781","ENSMUSG00000090782",54,"Traj60","100124288"
"24782","ENSMUSG00000090788",602,"Gm9597","673380"
"24783","ENSMUSG00000090799",6300,"Klhl33","546611"
"24784","ENSMUSG00000090806",12965,"Vmn2r70","670940"
"24785","ENSMUSG00000090812",2498,"Samd15","238333"
"24786","ENSMUSG00000090817",1794,"Hsd3b9","100043461"
"24787","ENSMUSG00000090818",48,"Trbj2-6","100125260"
"24788","ENSMUSG00000090824",2655,"Olfr1344","257882"
"24789","ENSMUSG00000090840",508,"1700092M07Rik","74307"
"24790","ENSMUSG00000090841",3187,"Myl6","17904"
"24791","ENSMUSG00000090843",3038,"Heatr4","101055670"
"24792","ENSMUSG00000090849",2562,"Vmn2r-ps36","665442"
"24793","ENSMUSG00000090854",1303,"Gm4340","100043292"
"24794","ENSMUSG00000090855",593,"Gm17219","100417540"
"24795","ENSMUSG00000090862",2691,"Rps13","68052"
"24796","ENSMUSG00000090864",3554,"Vmn2r40","100042781"
"24797","ENSMUSG00000090874",3683,"Olfr733","258657"
"24798","ENSMUSG00000090877",2803,"Hspa1b","15511"
"24799","ENSMUSG00000090881",603,"Phf11","628693"
"24800","ENSMUSG00000090891",2415,"D6Ertd527e","52372"
"24801","ENSMUSG00000090892",3617,"Vmn2r41","100042848"
"24802","ENSMUSG00000090894",1751,"Olfr110","258325"
"24803","ENSMUSG00000090897",1229,"Gm44501","102577428"
"24804","ENSMUSG00000090900",1043,"Gm3326","100041421"
"24805","ENSMUSG00000090919",5506,"Pabpc4l","241989"
"24806","ENSMUSG00000090925",2753,"1810064F22Rik","69862"
"24807","ENSMUSG00000090935",5866,"Synj2bp","24071"
"24808","ENSMUSG00000090942",3297,"F830016B08Rik","240328"
"24809","ENSMUSG00000090946",4240,"Ccdc71l","72123"
"24810","ENSMUSG00000090949",5787,"Vmn2r77","546983"
"24811","ENSMUSG00000090951",2431,"Olfr181","259001"
"24812","ENSMUSG00000090957",1777,"Gm7535","665187"
"24813","ENSMUSG00000090958",4688,"Lrrc32","434215"
"24814","ENSMUSG00000090961",10134,"Vmn2r8","627479"
"24815","ENSMUSG00000090966",7584,"Vmn2r116","619697"
"24816","ENSMUSG00000090967",2598,"Vmn2r61","637873"
"24817","ENSMUSG00000090968",2512,"Gm3978","100042703"
"24818","ENSMUSG00000090989",1216,"Gm17042","100418374"
"24819","ENSMUSG00000090994",1058,"Gm6153","620454"
"24820","ENSMUSG00000091002",3856,"Tcerg1l","70571"
"24821","ENSMUSG00000091004",700,"Gm6872","628372"
"24822","ENSMUSG00000091005",63,"Traj55","100124297"
"24823","ENSMUSG00000091006",16132,"Vmn2r69","330581"
"24824","ENSMUSG00000091012",3191,"Vmn1r34","546901"
"24825","ENSMUSG00000091013",3766,"Vmn1r1","625823"
"24826","ENSMUSG00000091017",2234,"Garin4","619288"
"24827","ENSMUSG00000091019",733,"Gm7502","665121"
"24828","ENSMUSG00000091020",1860,"Gm5828","545306"
"24829","ENSMUSG00000091022",1797,"Gm3115","100041054"
"24830","ENSMUSG00000091034",564,"Gm17660","100271704"
"24831","ENSMUSG00000091039",534,"Krtap20-2","622935"
"24832","ENSMUSG00000091040",1221,"Gm9359","668786"
"24833","ENSMUSG00000091043",996,"Glyatl3","435528"
"24834","ENSMUSG00000091045",2691,"Vmn2r55","100042499"
"24835","ENSMUSG00000091049",2026,"Gm1979","100038949"
"24836","ENSMUSG00000091055",1156,"Siglec15","620235"
"24837","ENSMUSG00000091059",6601,"Vmn2r14","231591"
"24838","ENSMUSG00000091060",969,"Myocos","100038657"
"24839","ENSMUSG00000091076",14134,"Vmn2r115","638102"
"24840","ENSMUSG00000091077",1794,"Gm21292","100861879"
"24841","ENSMUSG00000091080",883,"Prr23a1","623166"
"24842","ENSMUSG00000091086",871,"Rpl6l","432502"
"24843","ENSMUSG00000091091",1715,"Kcnmb3","100502876"
"24844","ENSMUSG00000091101",927,"Gm4302","100043227"
"24845","ENSMUSG00000091117",566,"Gm9064","668246"
"24846","ENSMUSG00000091119",1358,"Ccdc152","100039139"
"24847","ENSMUSG00000091122",1464,"Gm8247","102636873"
"24848","ENSMUSG00000091129",1138,"Iqcf6","100041096"
"24849","ENSMUSG00000091131",1428,"Gm7945","102634872"
"24850","ENSMUSG00000091140",1379,"Gm17124","108168153"
"24851","ENSMUSG00000091144",3459,"Phf11c","628705"
"24852","ENSMUSG00000091148",1816,"Gm3182","100041177"
"24853","ENSMUSG00000091151",6922,"Vmn1r224","665525"
"24854","ENSMUSG00000091155",1402,"Serpine3","319433"
"24855","ENSMUSG00000091157",1264,"Serpina3l-ps","628916"
"24856","ENSMUSG00000091163",2587,"Gm3962","100042681"
"24857","ENSMUSG00000091174",351,"Pate10","100312949"
"24858","ENSMUSG00000091175",489,"S100a7l2","229550"
"24859","ENSMUSG00000091183",3406,"Gm5141","380850"
"24860","ENSMUSG00000091184",519,"Gm17059","102640356"
"24861","ENSMUSG00000091189",445,"Ear-ps3","497107"
"24862","ENSMUSG00000091204",836,"Exoc1l","639545"
"24863","ENSMUSG00000091205",3345,"Vmn2r71","233445"
"24864","ENSMUSG00000091206",2737,"Vmn2r91","665210"
"24865","ENSMUSG00000091212",1008,"Krtap11-1","16693"
"24866","ENSMUSG00000091215",1820,"Pate1","100312987"
"24867","ENSMUSG00000091230",666,"H1f11-ps","629389"
"24868","ENSMUSG00000091239",26506,"Vmn2r76","675969"
"24869","ENSMUSG00000091243",7104,"Vgll3","73569"
"24870","ENSMUSG00000091248",330,"Pate8","100312948"
"24871","ENSMUSG00000091255",1603,"Speer4e","624245"
"24872","ENSMUSG00000091259",9104,"Vmn2r110","224582"
"24873","ENSMUSG00000091260",2565,"Vmn2r19","232358"
"24874","ENSMUSG00000091264",4483,"Smim13","108934"
"24875","ENSMUSG00000091268",348,"Igkv17-134","692184"
"24876","ENSMUSG00000091269",1346,"Gm6682","626534"
"24877","ENSMUSG00000091281",605,"Gm8065","115488375"
"24878","ENSMUSG00000091288",670,"Gm17075","100416093"
"24879","ENSMUSG00000091297",419,"Gm8439","667063"
"24880","ENSMUSG00000091304",545,"Speer6-ps1","73266"
"24881","ENSMUSG00000091311",4287,"Spata31d1b","238662"
"24882","ENSMUSG00000091315",541,"Gm17214","100416279"
"24883","ENSMUSG00000091318",3609,"Semp2l1","408191"
"24884","ENSMUSG00000091326",54,"Traj54","100124333"
"24885","ENSMUSG00000091337",1691,"Eid1","58521"
"24886","ENSMUSG00000091345",9413,"Col6a5","665033"
"24887","ENSMUSG00000091350",6334,"Vmn2r92","627111"
"24888","ENSMUSG00000091358",8634,"Speer5-ps1","70365"
"24889","ENSMUSG00000091361",556,"Gm5277","383883"
"24890","ENSMUSG00000091363",1479,"Gm7701","665586"
"24891","ENSMUSG00000091370",697,"5730435O14Rik","70538"
"24892","ENSMUSG00000091373",754,"Gm8810","667782"
"24893","ENSMUSG00000091375",3609,"Vmn2r15","211223"
"24894","ENSMUSG00000091376",1590,"Aadacl2","639634"
"24895","ENSMUSG00000091381",4253,"Vmn2r83","625029"
"24896","ENSMUSG00000091382",14362,"Vmn1r18","171199"
"24897","ENSMUSG00000091387",5087,"Gcnt4","218476"
"24898","ENSMUSG00000091401",1602,"Gm9252","668576"
"24899","ENSMUSG00000091402",1958,"Rd3l","217874"
"24900","ENSMUSG00000091405",1630,"H4c14","97122"
"24901","ENSMUSG00000091407",7579,"Vmn2r117","619788"
"24902","ENSMUSG00000091408",1065,"Gm6728","627022"
"24903","ENSMUSG00000091411",1142,"Gm5916","546123"
"24904","ENSMUSG00000091415",6968,"Ak9","633979"
"24905","ENSMUSG00000091421",733,"Gm4202","100418460"
"24906","ENSMUSG00000091422",1244,"Speer1","70896"
"24907","ENSMUSG00000091422",1244,"Gm6455","623849"
"24908","ENSMUSG00000091426",491,"Gm17228","100417136"
"24909","ENSMUSG00000091435",888,"Vmn1r115","667273"
"24910","ENSMUSG00000091442",1669,"Gm17031","100418228"
"24911","ENSMUSG00000091449",370,"Gm10269","100040823"
"24912","ENSMUSG00000091450",7944,"Vmn2r11","384219"
"24913","ENSMUSG00000091455",8763,"Otogl","628870"
"24914","ENSMUSG00000091468",5780,"Vmn2r82","624845"
"24915","ENSMUSG00000091475",4721,"Cerox1","72834"
"24916","ENSMUSG00000091476",5260,"Catspere2","545391"
"24917","ENSMUSG00000091477",1314,"Gm5799","108168155"
"24918","ENSMUSG00000091487",643,"Gm6586","625446"
"24919","ENSMUSG00000091490",3693,"Triml2","622117"
"24920","ENSMUSG00000091491",14819,"Vmn2r97","627367"
"24921","ENSMUSG00000091497",993,"Mageb11","212952"
