gene	mean	median	longest_isoform	merged
ENSG00000140990	717	675	958	1040
ENSG00000140988	898	924	1548	2388
ENSG00000206811	133	133	133	133
ENSG00000207405	134	134	134	134
ENSG00000255513	351	351	351	351
ENSG00000273587	127	127	127	127
ENSG00000179580	809	788	853	978
ENSG00000277602	242	242	242	242
ENSG00000183751	2115	1047	6783	7119
ENSG00000196408	1113	1144	1618	2159
ENSG00000261790	1033	775	2040	2291
ENSG00000127561	1182	860	2026	3395
ENSG00000260107	504	504	504	504
ENSG00000183971	574	574	751	928
ENSG00000265386	296	296	296	296
ENSG00000065054	1089	1037	2160	3516
ENSG00000065057	776	802	1067	2430
ENSG00000221656	90	90	90	90
ENSG00000167962	2219	2147	4457	4699
ENSG00000103197	2691	2529	6415	19128
ENSG00000260132	379	379	379	379
ENSG00000174109	961	961	1005	1005
ENSG00000284395	1926	1926	1926	1926
ENSG00000279930	2162	2162	2162	2162
ENSG00000261641	1124	1124	1124	1124
ENSG00000260051	570	570	570	570
ENSG00000197599	1500	1485	2561	2699
ENSG00000224310	2907	2907	2907	2907
ENSG00000261669	579	579	579	579
ENSG00000140750	1463	894	4966	9903
ENSG00000103018	2243	1801	4262	10047
ENSG00000158865	1870	2214	2745	3415
ENSG00000169955	3064	3405	3936	3936
ENSG00000185716	1438	951	4469	6231
ENSG00000260277	520	405	772	1411
ENSG00000175267	1792	1598	4599	5037
ENSG00000183921	2375	2409	2722	4504
ENSG00000287739	1423	1423	1423	1423
ENSG00000103319	2721	1488	7398	8030
ENSG00000261113	536	474	669	714
ENSG00000260631	1255	1255	1255	1255
ENSG00000260472	211	211	211	211
ENSG00000260568	538	538	538	538
ENSG00000276867	533	533	533	533
ENSG00000261731	441	441	441	441
ENSG00000197302	2076	1504	5994	10022
ENSG00000259810	2792	2792	2792	2792
ENSG00000260722	913	913	913	913
ENSG00000261457	642	551	837	1458
ENSG00000180663	919	919	919	919
ENSG00000161980	1139	1139	1372	1869
ENSG00000161981	875	1085	1260	2242
ENSG00000103152	932	1036	1193	1497
ENSG00000149932	931	979	1292	2377
ENSG00000015413	1157	1378	1772	2737
ENSG00000166669	1713	811	3741	6391
ENSG00000140853	2192	1019	6822	12386
ENSG00000155393	2007	1992	4416	8273
ENSG00000232258	805	560	1618	1918
ENSG00000103034	1139	589	5116	9647
ENSG00000168807	2196	536	9754	9857
ENSG00000176953	1546	823	4564	5733
ENSG00000289336	713	713	713	713
ENSG00000289067	1106	1106	1106	1106
ENSG00000256982	1951	1951	2164	2164
ENSG00000260658	820	571	1356	2376
ENSG00000288801	1023	1023	1023	1023
ENSG00000288753	312	312	312	312
ENSG00000260528	1338	1361	2184	9037
ENSG00000261804	1202	1304	1481	1517
ENSG00000289423	1925	1925	1925	1925
ENSG00000261713	1520	1010	2864	4070
ENSG00000262950	1182	1368	1506	2043
ENSG00000131797	1577	1506	4117	6544
ENSG00000261241	1323	1324	2541	6449
ENSG00000289119	462	462	462	462
ENSG00000260083	1100	1093	1429	2162
ENSG00000289415	961	961	961	961
ENSG00000288935	425	425	425	425
ENSG00000287340	1203	1203	1203	1203
ENSG00000288821	1080	1080	1080	1080
ENSG00000260834	726	696	1337	1843
ENSG00000289171	310	310	310	310
ENSG00000289107	2811	2811	2811	2811
ENSG00000289023	665	665	665	665
ENSG00000261399	479	479	479	479
ENSG00000140945	1595	820	7876	11025
ENSG00000277387	89	89	89	89
ENSG00000280044	221	221	221	221
ENSG00000260862	4037	4037	4037	4037
ENSG00000286528	613	613	613	613
ENSG00000263360	303	303	303	303
ENSG00000260832	1493	1493	1493	1493
ENSG00000261410	483	483	563	719
ENSG00000263785	63	63	63	63
ENSG00000261103	3700	3700	3700	3700
ENSG00000288554	566	566	566	566
ENSG00000230989	2737	2065	8649	9862
ENSG00000259914	702	702	702	702
ENSG00000288849	2845	2845	2875	3454
ENSG00000103544	1400	573	3894	9767
ENSG00000276571	394	394	394	394
ENSG00000103550	2148	1311	6422	7758
ENSG00000261312	1379	1379	1379	1379
ENSG00000103540	2797	1415	8720	11313
ENSG00000261939	125	125	125	125
ENSG00000167191	1548	818	5144	6654
ENSG00000174628	1259	882	3482	4993
ENSG00000177946	1752	1940	2744	2744
ENSG00000222359	104	104	104	104
ENSG00000237718	1326	1326	1326	1326
ENSG00000102981	1236	1246	1281	1484
ENSG00000124074	932	888	1565	2665
ENSG00000159761	995	971	1719	1790
ENSG00000141098	2245	2018	5507	8592
ENSG00000270165	569	569	569	569
ENSG00000289164	641	641	641	641
ENSG00000198156	1745	1892	2016	2173
ENSG00000179583	2595	1843	16061	22553
ENSG00000270049	1372	1462	2475	4828
ENSG00000039523	1599	714	4260	6729
ENSG00000261396	530	530	530	530
ENSG00000259945	336	336	336	336
ENSG00000260894	207	207	207	207
ENSG00000261386	656	656	798	1184
ENSG00000280214	2121	2121	2121	2121
ENSG00000259804	899	899	899	899
ENSG00000102974	3185	3706	4802	10106
ENSG00000141084	2058	1792	5245	6341
ENSG00000102904	1473	1551	2517	3852
ENSG00000102901	1080	652	2957	5660
ENSG00000168286	1876	1876	1876	1876
ENSG00000262141	157	157	157	157
ENSG00000038358	1681	747	5267	6140
ENSG00000263126	3907	3907	3907	3907
ENSG00000188038	568	626	681	968
ENSG00000159792	1730	1509	3497	3993
ENSG00000141086	908	592	2360	2666
ENSG00000261884	3129	3129	5685	5685
ENSG00000205220	784	851	977	1626
ENSG00000213398	759	573	1496	2625
ENSG00000124067	2039	891	4708	8298
ENSG00000141096	1298	1688	1737	1738
ENSG00000167261	1089	580	2248	3498
ENSG00000167264	911	570	1982	4175
ENSG00000262962	1504	1504	1504	1504
ENSG00000263201	1185	1185	1185	1185
ENSG00000254609	355	355	355	355
ENSG00000261695	579	579	579	579
ENSG00000254852	1172	1053	1509	1827
ENSG00000255037	258	258	258	258
ENSG00000255277	648	648	706	1077
ENSG00000103512	1429	629	4312	5776
ENSG00000270734	370	370	370	370
ENSG00000257264	676	676	676	676
ENSG00000284305	84	84	84	84
ENSG00000179588	1560	563	5432	6162
ENSG00000263456	114	114	114	114
ENSG00000261744	733	733	733	733
ENSG00000158545	1548	703	4654	8624
ENSG00000124391	1044	1044	1060	1393
ENSG00000051523	942	846	1969	4161
ENSG00000167508	825	809	2352	4717
ENSG00000185669	1740	1740	1740	1740
ENSG00000158717	1031	590	2419	4377
ENSG00000259813	213	213	213	213
ENSG00000174177	1200	1258	1905	3522
ENSG00000278341	1482	1482	1482	1482
ENSG00000284585	60	60	60	60
ENSG00000260121	1845	1845	1845	1845
ENSG00000224888	3033	3033	4528	4797
ENSG00000260617	558	558	558	558
ENSG00000182376	2018	2018	2137	2238
ENSG00000242430	272	272	272	272
ENSG00000103429	1084	748	2903	4285
ENSG00000238964	62	62	62	62
ENSG00000069764	611	611	636	752
ENSG00000261523	579	579	579	579
ENSG00000224712	1267	1102	1747	2065
ENSG00000188897	3328	1046	10754	12191
ENSG00000159753	1931	923	4527	7684
ENSG00000102879	1161	800	2891	4779
ENSG00000158805	2137	2075	4628	7456
ENSG00000167513	1323	735	2664	2760
ENSG00000198931	617	584	931	1796
ENSG00000141012	1345	703	5682	8402
ENSG00000129993	1515	664	4480	5975
ENSG00000259881	1058	567	2566	3057
ENSG00000261226	1702	1702	2873	2873
ENSG00000205018	1812	1812	1812	1812
ENSG00000167515	1055	827	3102	4463
ENSG00000187741	2015	1426	6113	12316
ENSG00000260628	896	755	1668	2042
ENSG00000259954	2615	2615	2615	2615
ENSG00000077235	1968	721	7090	11562
ENSG00000047578	1589	658	6599	9759
ENSG00000261736	592	592	592	592
ENSG00000261329	1410	787	4109	5314
ENSG00000273553	341	341	341	341
ENSG00000201371	109	109	109	109
ENSG00000212382	106	106	106	106
ENSG00000207266	107	107	107	107
ENSG00000127554	1379	1365	2365	2701
ENSG00000261369	870	870	870	870
ENSG00000222767	95	95	95	95
ENSG00000288601	115	115	115	115
ENSG00000222268	112	112	112	112
ENSG00000262038	493	493	493	493
ENSG00000259866	1174	1174	1174	1174
ENSG00000261336	1795	1795	1795	1795
ENSG00000259918	343	343	343	343
ENSG00000260497	142	142	142	142
ENSG00000275393	534	534	534	534
ENSG00000287125	1995	1995	1995	1995
ENSG00000283416	80	80	80	80
ENSG00000269898	498	498	498	498
ENSG00000131148	1270	1338	1966	4021
ENSG00000252311	125	125	125	125
ENSG00000270184	689	689	689	689
ENSG00000270159	408	408	408	408
ENSG00000131143	970	594	3946	4816
ENSG00000270698	315	315	315	315
ENSG00000214259	664	664	664	664
ENSG00000286510	1304	1304	1304	1304
ENSG00000279907	2492	2492	2492	2492
ENSG00000140968	1817	1731	4742	7847
ENSG00000274134	70	70	70	70
ENSG00000285163	1212	1210	1532	2002
ENSG00000268804	755	755	755	755
ENSG00000285040	1007	1007	1007	1007
ENSG00000269667	632	632	632	632
ENSG00000285012	1087	1087	1087	1087
ENSG00000279604	793	793	793	793
ENSG00000261177	7430	7430	7430	7430
ENSG00000268078	479	479	479	479
ENSG00000268505	4039	4039	4039	4039
ENSG00000269186	741	663	1206	1969
ENSG00000213658	1065	868	2443	4538
ENSG00000162039	1106	807	1867	2004
ENSG00000289722	1857	1857	1857	1857
ENSG00000103313	2212	1793	3710	5557
ENSG00000169189	738	594	1853	3745
ENSG00000245888	1082	601	2594	3780
ENSG00000274092	715	715	715	715
ENSG00000077238	1134	579	3624	5884
ENSG00000103522	2139	1914	4837	5457
ENSG00000169246	734	631	1342	3972
ENSG00000265462	87	87	87	87
ENSG00000287809	1715	1715	1715	1715
ENSG00000258186	536	536	536	536
ENSG00000273956	431	431	431	431
ENSG00000257639	576	576	576	576
ENSG00000271609	308	308	308	308
ENSG00000252798	238	238	238	238
ENSG00000261596	828	828	828	828
ENSG00000172366	1090	931	2306	5019
ENSG00000228201	389	389	389	389
ENSG00000161996	1939	1454	5589	10534
ENSG00000262528	1417	1417	1417	1417
ENSG00000103269	1345	1509	1566	1879
ENSG00000260394	975	975	1220	1274
ENSG00000279441	417	417	417	417
ENSG00000103266	904	743	1853	2318
ENSG00000161999	1175	955	2205	2628
ENSG00000127580	2516	3003	3303	3651
ENSG00000261659	1910	1910	3413	3554
ENSG00000127585	2378	2531	3519	3968
ENSG00000140983	1174	866	3695	5160
ENSG00000198064	2256	2112	6292	9722
ENSG00000279800	2609	2609	2609	2609
ENSG00000284209	3247	3247	3247	3247
ENSG00000288300	2229	2229	2229	2229
ENSG00000286968	1343	1343	1343	1343
ENSG00000083093	3243	3974	5177	7429
ENSG00000261644	1649	1394	2296	3409
ENSG00000201075	93	93	93	93
ENSG00000262454	1001	570	5365	6049
ENSG00000207639	83	83	83	83
ENSG00000199130	87	87	87	87
ENSG00000260009	518	518	518	518
ENSG00000263257	1015	1201	1265	1777
ENSG00000140694	2069	2114	4352	14103
ENSG00000260682	318	318	318	318
ENSG00000276519	354	354	354	354
ENSG00000184860	4417	871	11548	11904
ENSG00000086696	2094	1083	7925	9529
ENSG00000261235	697	697	829	1030
ENSG00000260161	1132	1132	1132	1132
ENSG00000135698	637	618	1101	2188
ENSG00000261029	424	424	424	424
ENSG00000251888	286	286	286	286
ENSG00000260327	979	979	979	979
ENSG00000260866	1342	1342	1342	1342
ENSG00000260307	1685	1685	1685	1685
ENSG00000261541	4147	4147	4147	4147
ENSG00000260662	97	97	97	97
ENSG00000261233	605	605	605	605
ENSG00000289734	483	483	575	962
ENSG00000259966	517	517	517	517
ENSG00000262187	409	409	409	409
ENSG00000261111	373	373	373	373
ENSG00000261569	449	449	540	812
ENSG00000261263	254	254	273	420
ENSG00000260311	1415	1415	2405	2405
ENSG00000260974	262	262	262	262
ENSG00000261391	126	126	126	126
ENSG00000260864	595	595	595	595
ENSG00000260845	866	866	866	866
ENSG00000261108	226	226	226	226
ENSG00000260644	1962	1430	3825	6078
ENSG00000278950	2256	2256	2256	2256
ENSG00000279780	986	986	986	986
ENSG00000279795	983	983	983	983
ENSG00000260158	601	601	601	601
ENSG00000261719	223	223	223	223
ENSG00000259934	217	217	217	217
ENSG00000259303	358	358	358	358
ENSG00000260047	399	399	399	399
ENSG00000214617	2160	2058	3846	4479
ENSG00000214614	1210	1337	1839	2389
ENSG00000261834	414	414	414	414
ENSG00000270864	360	360	360	360
ENSG00000277304	1765	1765	1765	1765
ENSG00000260610	802	802	802	802
ENSG00000261259	459	459	702	702
ENSG00000259852	349	349	349	349
ENSG00000233732	350	350	350	350
ENSG00000260921	650	650	650	650
ENSG00000259997	205	205	205	205
ENSG00000271130	349	349	349	349
ENSG00000260141	753	753	821	1506
ENSG00000260900	163	163	163	163
ENSG00000261599	2126	1817	3705	5985
ENSG00000261682	866	866	866	866
ENSG00000259800	208	208	208	208
ENSG00000261218	794	674	1646	3523
ENSG00000289733	4433	4433	4554	4591
ENSG00000197943	2917	2906	8742	18328
ENSG00000174943	1838	1700	4194	6458
ENSG00000188827	3384	3075	7315	10096
ENSG00000223168	328	328	328	328
ENSG00000260057	954	811	1431	2278
ENSG00000224578	1623	1623	1924	1924
ENSG00000262117	690	669	1273	1328
ENSG00000171490	1193	762	5440	6162
ENSG00000103342	1800	1196	7141	8054
ENSG00000261560	1495	1495	1495	1495
ENSG00000260318	215	215	215	215
ENSG00000261216	384	384	384	384
ENSG00000277458	109	109	109	109
ENSG00000048462	690	668	891	1015
ENSG00000260224	236	236	236	236
ENSG00000260488	601	601	601	601
ENSG00000241641	431	431	431	431
ENSG00000175604	1974	1974	1974	1974
ENSG00000261293	502	502	502	502
ENSG00000289640	479	479	479	479
ENSG00000158486	5952	3404	12567	15023
ENSG00000284685	809	647	1442	2106
ENSG00000289080	2401	2401	2401	2401
ENSG00000289029	1330	1330	1330	1330
ENSG00000102996	2205	2205	4062	4231
ENSG00000207173	101	101	101	101
ENSG00000261151	895	895	895	895
ENSG00000140859	1310	681	3427	9600
ENSG00000103005	1699	2117	3888	8773
ENSG00000254206	3746	3653	6369	7124
ENSG00000289754	980	980	980	980
ENSG00000288656	793	793	793	793
ENSG00000196502	2529	1569	7948	8343
ENSG00000289755	1498	1652	1876	2026
ENSG00000289756	423	423	423	423
ENSG00000102977	1395	1440	2548	3218
ENSG00000261393	478	478	478	478
ENSG00000261092	425	425	425	425
ENSG00000260573	1126	633	2961	5088
ENSG00000167207	1710	624	4512	7621
ENSG00000102893	2010	1113	5464	11905
ENSG00000261430	307	307	307	307
ENSG00000219027	754	754	754	754
ENSG00000251692	1354	1422	1525	1688
ENSG00000100726	1181	768	3314	4239
ENSG00000260646	682	682	682	682
ENSG00000103249	1802	932	4184	8331
ENSG00000277639	1730	1730	2996	3268
ENSG00000172824	1869	2010	3419	5012
ENSG00000180185	1838	1845	1964	3009
ENSG00000168101	1308	1406	2040	2200
ENSG00000283516	547	544	701	910
ENSG00000215148	1148	1148	1192	1192
ENSG00000261509	1205	1116	1884	2182
ENSG00000205457	1017	858	1879	2336
ENSG00000205456	1035	896	1880	2361
ENSG00000275034	1325	1325	1469	1970
ENSG00000243716	1513	690	6463	12775
ENSG00000214967	912	912	1264	1334
ENSG00000151006	3140	2149	5489	5489
ENSG00000205022	1013	873	1314	1314
ENSG00000183632	1026	938	1887	2437
ENSG00000214940	1036	1131	1588	1629
ENSG00000284484	1240	1240	1240	1240
ENSG00000125170	973	583	2851	4786
ENSG00000234719	1089	950	2613	3799
ENSG00000278848	1636	1636	1806	1968
ENSG00000233232	1941	1320	3238	3238
ENSG00000260772	1588	1588	1588	1588
ENSG00000181019	1339	924	2527	2971
ENSG00000261602	575	575	575	575
ENSG00000262136	576	576	592	990
ENSG00000141101	832	697	1716	2101
ENSG00000260290	1402	1402	1402	1402
ENSG00000252443	120	120	120	120
ENSG00000102908	5825	2925	14219	20275
ENSG00000260664	3139	3139	4634	5568
ENSG00000174990	1000	1113	1298	2067
ENSG00000270385	467	467	467	467
ENSG00000260443	145	145	145	145
ENSG00000261193	559	559	559	559
ENSG00000205037	1941	1941	3468	3616
ENSG00000289563	1392	1392	1392	1392
ENSG00000260162	608	608	608	608
ENSG00000261327	1668	1625	2066	2376
ENSG00000260420	449	449	498	647
ENSG00000261816	444	444	444	444
ENSG00000172530	1159	759	2438	8156
ENSG00000201999	132	132	132	132
ENSG00000286928	2048	2048	2048	2048
ENSG00000246898	2155	2155	2155	2155
ENSG00000289353	1743	1743	1743	1743
ENSG00000166546	1672	1078	3678	7681
ENSG00000187555	1618	569	5831	8737
ENSG00000183336	377	377	399	402
ENSG00000261740	1533	1121	3103	3417
ENSG00000102898	1461	1032	2846	5003
ENSG00000289151	651	651	651	651
ENSG00000287256	522	512	655	692
ENSG00000289307	1094	1094	1094	1094
ENSG00000260166	1548	1668	2010	2339
ENSG00000263307	710	710	710	710
ENSG00000289551	620	620	620	620
ENSG00000285367	1527	1316	2984	8205
ENSG00000215154	1181	417	2762	2765
ENSG00000289889	1420	1420	1420	1420
ENSG00000279255	2167	2167	2167	2167
ENSG00000183604	2586	2293	4219	4817
ENSG00000223959	2152	2758	3327	9537
ENSG00000260219	1234	983	2449	2600
ENSG00000263011	293	307	360	462
ENSG00000289907	1243	1243	1243	1243
ENSG00000262583	718	581	1443	2007
ENSG00000260963	866	928	1437	3298
ENSG00000279249	2117	1806	6757	27803
ENSG00000256340	1946	1994	2943	3448
ENSG00000283003	993	943	1305	1722
ENSG00000237296	1943	1733	4223	7285
ENSG00000289222	1863	1863	1863	1863
ENSG00000288854	850	761	1151	1876
ENSG00000260710	897	923	1251	1681
ENSG00000289930	802	802	802	802
ENSG00000248124	1685	1311	3645	6659
ENSG00000262097	1629	1757	3037	5218
ENSG00000289932	1020	1020	1020	1020
ENSG00000289937	905	905	905	905
ENSG00000260944	405	405	405	405
ENSG00000262468	1329	1097	3975	5267
ENSG00000261008	1496	1278	3298	13061
ENSG00000261325	1332	1332	1332	1332
ENSG00000260850	1348	1476	2489	7681
ENSG00000180747	2910	2683	4700	7309
ENSG00000260442	881	558	1999	2001
ENSG00000263280	792	722	1269	1323
ENSG00000245694	1636	885	6325	14741
ENSG00000172460	1479	984	3009	3177
ENSG00000260630	1409	1266	2446	6727
ENSG00000236481	487	487	502	502
ENSG00000260498	613	630	721	1273
ENSG00000261390	1062	881	2086	4874
ENSG00000261971	1410	738	4434	7247
ENSG00000260625	893	961	1063	1103
ENSG00000261840	723	691	1142	1355
ENSG00000259768	1571	1068	4842	8800
ENSG00000125122	1153	1219	1707	2807
ENSG00000261195	710	562	1097	1405
ENSG00000260788	1145	911	2955	6210
ENSG00000205361	412	442	646	698
ENSG00000275441	492	492	492	492
ENSG00000289181	173	173	173	173
ENSG00000261302	1035	1005	1382	2036
ENSG00000289991	487	487	487	487
ENSG00000261173	716	716	716	716
ENSG00000262587	828	828	1083	1177
ENSG00000260086	1064	854	2244	3966
ENSG00000276075	763	763	893	976
ENSG00000262370	1326	1207	1941	2125
ENSG00000260592	723	723	748	913
ENSG00000260565	2965	2607	6510	12271
ENSG00000290010	178	178	178	178
ENSG00000260078	1446	1070	3792	4819
ENSG00000274460	2797	2797	2797	2797
ENSG00000275494	577	577	577	577
ENSG00000260549	350	388	478	478
ENSG00000284649	653	677	992	1381
ENSG00000288983	1066	1066	1066	1066
ENSG00000260448	917	603	1991	2240
ENSG00000250616	1727	1727	2727	2727
ENSG00000289004	584	584	584	584
ENSG00000228695	1553	1661	2259	3443
ENSG00000270006	486	486	549	557
ENSG00000259877	2494	2494	2494	2494
ENSG00000289978	545	545	545	545
ENSG00000214725	557	575	757	900
ENSG00000289618	713	713	713	713
ENSG00000255198	405	405	471	615
ENSG00000277369	820	820	820	820
ENSG00000260018	542	542	542	542
ENSG00000290038	159	159	159	159
ENSG00000260260	479	479	564	614
ENSG00000263072	1995	1523	4967	14513
ENSG00000103051	2176	2755	3576	5474
ENSG00000289073	791	791	791	791
ENSG00000038532	2306	1056	6827	12548
ENSG00000287121	601	601	601	601
ENSG00000263033	1055	1055	1055	1055
ENSG00000141258	1958	1386	4878	9771
ENSG00000185722	2787	2145	7506	14224
ENSG00000282936	4843	4843	4843	4843
ENSG00000074755	2785	2667	11466	15888
ENSG00000167193	2436	2533	3850	4064
ENSG00000274363	740	740	740	740
ENSG00000241525	562	413	887	1323
ENSG00000167858	1334	818	3389	3847
ENSG00000262818	278	278	278	278
ENSG00000129195	1118	928	1908	2797
ENSG00000262990	294	294	294	294
ENSG00000004660	3359	3540	3898	7433
ENSG00000262961	797	797	797	797
ENSG00000285593	756	756	756	756
ENSG00000262503	720	720	720	720
ENSG00000261996	879	879	879	879
ENSG00000108405	1815	1894	2945	3946
ENSG00000187624	942	758	1841	2712
ENSG00000091622	4363	5369	7149	10671
ENSG00000256806	1196	1062	1715	2433
ENSG00000263316	539	539	539	539
ENSG00000263165	512	512	512	512
ENSG00000276855	690	690	690	690
ENSG00000274114	1068	977	2493	4151
ENSG00000244283	471	471	471	471
ENSG00000141040	2214	636	7639	7997
ENSG00000284837	1821	1821	1821	1821
ENSG00000286430	820	820	820	820
ENSG00000263219	1738	1738	1738	1738
ENSG00000074370	1989	989	4826	6893
ENSG00000266311	434	434	440	440
ENSG00000265511	795	795	795	795
ENSG00000233090	184	184	184	184
ENSG00000227790	862	862	1152	1446
ENSG00000286356	539	539	539	539
ENSG00000141485	1787	1354	5398	8824
ENSG00000171953	930	685	1737	5553
ENSG00000196893	1489	1489	1489	1489
ENSG00000286743	2184	2184	2184	2184
ENSG00000179277	958	958	958	958
ENSG00000285471	759	759	759	759
ENSG00000235203	1080	1080	1080	1080
ENSG00000129235	806	511	2100	3557
ENSG00000198920	1658	802	4647	5553
ENSG00000251537	5514	5514	5514	5514
ENSG00000197665	863	863	1173	1452
ENSG00000181350	3020	3157	3249	3735
ENSG00000074356	3128	918	12772	14720
ENSG00000271900	104	104	104	104
ENSG00000232344	853	853	853	853
ENSG00000189152	769	820	1199	1973
ENSG00000237911	344	344	344	344
ENSG00000263107	160	160	160	160
ENSG00000267075	4582	4582	4582	4582
ENSG00000279296	3286	3286	3286	3286
ENSG00000231645	936	936	1307	1553
ENSG00000239223	371	371	371	371
ENSG00000142494	1432	1388	3280	5719
ENSG00000109046	1406	834	5105	8602
ENSG00000230273	381	381	381	381
ENSG00000263986	504	504	504	504
ENSG00000133027	742	708	1050	1720
ENSG00000188013	1075	1075	1075	1075
ENSG00000263312	549	549	549	549
ENSG00000242752	72	72	72	72
ENSG00000108590	865	619	1629	2107
ENSG00000279825	2673	2673	2673	2673
ENSG00000261868	1327	1327	1327	1327
ENSG00000266079	701	701	701	701
ENSG00000177427	1339	589	3236	3906
ENSG00000124422	1525	605	5189	6777
ENSG00000265519	347	347	347	347
ENSG00000266664	191	191	191	191
ENSG00000227225	950	950	950	950
ENSG00000171962	1185	630	5805	7332
ENSG00000226746	2844	2844	2844	2844
ENSG00000177731	1164	681	4181	6308
ENSG00000261987	1406	1406	1406	1406
ENSG00000263976	121	121	121	121
ENSG00000279200	1703	1703	1703	1703
ENSG00000091542	2303	2146	3159	3601
ENSG00000235430	1970	1970	1970	1970
ENSG00000276399	3801	3801	3801	3801
ENSG00000236504	835	835	835	835
ENSG00000260019	1732	1682	2308	3405
ENSG00000108591	1246	795	5342	7404
ENSG00000205215	1142	835	2334	2625
ENSG00000280198	700	700	700	700
ENSG00000235672	587	587	587	587
ENSG00000214941	919	724	2020	2559
ENSG00000129221	1686	1202	2964	3985
ENSG00000264262	254	254	254	254
ENSG00000230339	244	244	244	244
ENSG00000266563	234	234	234	234
ENSG00000177294	1290	1268	1685	2926
ENSG00000266179	182	182	182	182
ENSG00000274180	4931	4931	4931	4931
ENSG00000228725	1252	1252	1252	1252
ENSG00000227685	620	620	620	620
ENSG00000279431	610	610	610	610
ENSG00000287490	3233	3233	3233	3233
ENSG00000213664	431	431	431	431
ENSG00000237057	1262	1267	1286	2956
ENSG00000283417	2396	2396	2396	2396
ENSG00000279428	3130	3130	3130	3130
ENSG00000265683	727	727	727	727
ENSG00000266803	689	689	689	689
ENSG00000279674	5984	5984	5984	5984
ENSG00000108582	1978	625	9372	12510
ENSG00000262769	730	730	730	730
ENSG00000176658	1460	585	5510	8188
ENSG00000260647	749	749	749	749
ENSG00000264167	466	466	466	466
ENSG00000197815	1815	1815	1815	1815
ENSG00000287506	568	568	568	568
ENSG00000232889	178	178	178	178
ENSG00000108578	964	769	2307	5119
ENSG00000262292	1486	1486	1486	1486
ENSG00000261020	4710	4710	4710	4710
ENSG00000265394	385	385	385	385
ENSG00000265356	1844	1844	1844	1844
ENSG00000262319	2673	2673	2673	2673
ENSG00000198783	1452	1452	2238	2238
ENSG00000126653	985	582	2506	4806
ENSG00000227018	1020	1020	1020	1020
ENSG00000263674	326	326	326	326
ENSG00000248121	525	525	570	570
ENSG00000266009	166	166	166	166
ENSG00000167693	1125	786	3045	5889
ENSG00000265185	758	758	758	758
ENSG00000266535	557	557	557	557
ENSG00000280069	2094	2094	2094	2094
ENSG00000172171	1173	1262	2109	2642
ENSG00000266987	360	360	360	360
ENSG00000197322	3488	3488	3997	3997
ENSG00000265544	632	632	632	632
ENSG00000141034	1400	540	4122	5095
ENSG00000011295	1629	1134	3075	6054
ENSG00000278860	401	401	401	401
ENSG00000264458	373	373	373	373
ENSG00000263946	436	436	589	739
ENSG00000265697	563	563	563	563
ENSG00000266356	154	154	154	154
ENSG00000287751	507	507	507	507
ENSG00000266733	1355	1079	3018	4442
ENSG00000265453	322	322	322	322
ENSG00000265125	581	579	633	1324
ENSG00000266919	94	94	94	94
ENSG00000006125	1893	1187	5702	7591
ENSG00000132141	1834	1680	3353	4285
ENSG00000264431	1507	1507	1507	1507
ENSG00000263435	323	323	323	323
ENSG00000226049	3192	3192	3192	3192
ENSG00000266364	226	226	226	226
ENSG00000141314	2443	1339	5003	5746
ENSG00000264643	307	307	307	307
ENSG00000280245	1078	1078	1078	1078
ENSG00000141127	976	927	1958	4734
ENSG00000264598	427	427	427	427
ENSG00000265801	430	430	430	430
ENSG00000261499	1168	1168	1168	1168
ENSG00000276023	1746	1559	2207	2439
ENSG00000005156	1609	768	8382	12901
ENSG00000278845	1553	1553	1554	1704
ENSG00000236377	512	512	512	512
ENSG00000266282	219	219	219	219
ENSG00000263729	145	145	145	145
ENSG00000087095	1442	1140	3526	4769
ENSG00000275832	1266	517	5911	8080
ENSG00000264970	1130	1341	1441	2969
ENSG00000226117	156	156	156	156
ENSG00000244086	357	357	357	357
ENSG00000283381	256	256	256	256
ENSG00000141738	1153	754	2233	3597
ENSG00000264174	662	662	662	662
ENSG00000265428	302	302	302	302
ENSG00000278540	2655	772	10013	13022
ENSG00000226377	3024	3024	3024	3024
ENSG00000171532	4636	4636	6242	6242
ENSG00000273609	111	111	111	111
ENSG00000006042	1215	808	4218	5187
ENSG00000265115	561	561	561	561
ENSG00000273576	645	645	645	645
ENSG00000094804	1346	696	4564	5311
ENSG00000214719	1549	1411	3219	8702
ENSG00000287644	669	669	669	669
ENSG00000265689	372	372	372	372
ENSG00000108344	1534	1598	2888	4953
ENSG00000264968	458	436	632	965
ENSG00000161405	2594	1669	9788	10129
ENSG00000161395	1505	970	3028	3619
ENSG00000276054	735	735	735	735
ENSG00000273965	293	293	293	293
ENSG00000171475	2151	1821	7492	8123
ENSG00000235323	352	352	352	352
ENSG00000266469	844	844	860	1053
ENSG00000266208	2094	2094	2094	2094
ENSG00000230088	522	522	522	522
ENSG00000264622	469	469	469	469
ENSG00000108599	1033	565	4063	4839
ENSG00000263394	757	757	757	757
ENSG00000276234	1118	794	4236	5637
ENSG00000141316	708	839	949	1252
ENSG00000125691	1140	588	3081	5905
ENSG00000265222	927	927	927	927
ENSG00000266313	561	589	642	985
ENSG00000275839	443	443	443	443
ENSG00000266588	573	573	636	983
ENSG00000131771	1361	1355	2879	4543
ENSG00000240125	451	451	451	451
